"com_count","sub_count","com_body_pos_count","com_body_very_pos_count","com_body_neg_count","com_body_very_neg_count","sub_body_pos_count","sub_body_very_pos_count","sub_body_neg_count","sub_body_very_neg_count","sub_title_pos_count","sub_title_very_pos_count","sub_title_neg_count","sub_title_very_neg_count","sub_title_non_zero_pr","sub_title_top_50_pr","sub_title_top_75_pr","sub_title_pr_4_bins","sub_title_pr_normalized","sub_title_pr_norm_plus_base","sub_title_pos_non_zero_pr","sub_title_pos_top_50_pr","sub_title_pos_top_75_pr","sub_title_pos_pr_4_bins","sub_title_pos_pr_normalized","sub_title_pos_pr_norm_plus_base","sub_title_very_pos_non_zero_pr","sub_title_very_pos_top_50_pr","sub_title_very_pos_top_75_pr","sub_title_very_pos_pr_4_bins","sub_title_very_pos_pr_normalized","sub_title_very_pos_pr_norm_plus_base","sub_title_neg_non_zero_pr","sub_title_neg_top_50_pr","sub_title_neg_top_75_pr","sub_title_neg_pr_4_bins","sub_title_neg_pr_normalized","sub_title_neg_pr_norm_plus_base","sub_title_very_neg_non_zero_pr","sub_title_very_neg_top_50_pr","sub_title_very_neg_top_75_pr","sub_title_very_neg_pr_4_bins","sub_title_very_neg_pr_normalized","sub_title_very_neg_pr_norm_plus_base","sub_title_very_pos_minus_very_neg_non_zero_pr","sub_title_pos_minus_neg_non_zero_pr","sub_title_pos_non_zero_pr_percent","sub_title_very_pos_non_zero_pr_percent","sub_title_neg_non_zero_pr_percent","sub_title_very_neg_non_zero_pr_percent","sub_body_non_zero_pr","sub_body_top_50_pr","sub_body_top_75_pr","sub_body_pr_4_bins","sub_body_pr_normalized","sub_body_pr_norm_plus_base","sub_body_pos_non_zero_pr","sub_body_pos_top_50_pr","sub_body_pos_top_75_pr","sub_body_pos_pr_4_bins","sub_body_pos_pr_normalized","sub_body_pos_pr_norm_plus_base","sub_body_very_pos_non_zero_pr","sub_body_very_pos_top_50_pr","sub_body_very_pos_top_75_pr","sub_body_very_pos_pr_4_bins","sub_body_very_pos_pr_normalized","sub_body_very_pos_pr_norm_plus_base","sub_body_neg_non_zero_pr","sub_body_neg_top_50_pr","sub_body_neg_top_75_pr","sub_body_neg_pr_4_bins","sub_body_neg_pr_normalized","sub_body_neg_pr_norm_plus_base","sub_body_very_neg_non_zero_pr","sub_body_very_neg_top_50_pr","sub_body_very_neg_top_75_pr","sub_body_very_neg_pr_4_bins","sub_body_very_neg_pr_normalized","sub_body_very_neg_pr_norm_plus_base","sub_body_very_pos_minus_very_neg_non_zero_pr","sub_body_pos_minus_neg_non_zero_pr","sub_body_pos_non_zero_pr_percent","sub_body_very_pos_non_zero_pr_percent","sub_body_neg_non_zero_pr_percent","sub_body_very_neg_non_zero_pr_percent","com_body_non_zero_pr","com_body_top_50_pr","com_body_top_75_pr","com_body_pr_4_bins","com_body_pr_normalized","com_body_pr_norm_plus_base","com_body_pos_non_zero_pr","com_body_pos_top_50_pr","com_body_pos_top_75_pr","com_body_pos_pr_4_bins","com_body_pos_pr_normalized","com_body_pos_pr_norm_plus_base","com_body_very_pos_non_zero_pr","com_body_very_pos_top_50_pr","com_body_very_pos_top_75_pr","com_body_very_pos_pr_4_bins","com_body_very_pos_pr_normalized","com_body_very_pos_pr_norm_plus_base","com_body_neg_non_zero_pr","com_body_neg_top_50_pr","com_body_neg_top_75_pr","com_body_neg_pr_4_bins","com_body_neg_pr_normalized","com_body_neg_pr_norm_plus_base","com_body_very_neg_non_zero_pr","com_body_very_neg_top_50_pr","com_body_very_neg_top_75_pr","com_body_very_neg_pr_4_bins","com_body_very_neg_pr_normalized","com_body_very_neg_pr_norm_plus_base","com_body_very_pos_minus_very_neg_non_zero_pr","com_body_pos_minus_neg_non_zero_pr","com_body_pos_non_zero_pr_percent","com_body_very_pos_non_zero_pr_percent","com_body_neg_non_zero_pr_percent","com_body_very_neg_non_zero_pr_percent","avg_clust_coef","avg_degree","num_edges","num_nodes","com_body_pos_percent","com_body_very_pos_percent","com_body_neg_percent","com_body_very_neg_percent","sub_body_pos_percent","sub_body_very_pos_percent","sub_body_neg_percent","sub_body_very_neg_percent","sub_title_pos_percent","sub_title_very_pos_percent","sub_title_neg_percent","sub_title_very_neg_percent"
10,9,9,8,10,10,9,8,9,10,8,10,10,10,5,2,2,9,1,9,6,7,2,9,1,4,6,6,2,9,7,7,10,10,1,9,5,9,10,7,1,10,7,10,9,7,2,7,2,1,5,2,2,9,1,9,5,3,4,8,1,8,8,2,1,8,1,8,9,4,1,9,4,9,9,1,2,10,1,9,10,10,2,3,1,1,4,1,6,9,4,9,5,3,7,9,5,8,5,3,10,8,1,8,10,1,4,10,1,10,2,6,10,10,1,10,10,9,9,9,5,4,2,7,9,9,2,9,5,4,2,2,3,2,2,1,1,10
