date,com_count,sub_count,com_body_pos_count,com_body_very_pos_count,com_body_neg_count,com_body_very_neg_count,sub_body_pos_count,sub_body_very_pos_count,sub_body_neg_count,sub_body_very_neg_count,sub_title_pos_count,sub_title_very_pos_count,sub_title_neg_count,sub_title_very_neg_count,avg_clust_coef,avg_degree,num_edges,num_nodes,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_market_cap,eth_open,eth_high,eth_low,eth_close,eth_volume,eth_market_cap
11/30/2016,4580,434,1125,554,621,238,67,41,14,6,46,12,31,8,0.020885077,1.4894,2176,1461,736.28,747.93,736.27,745.69,84070800,11791599616,8.16,8.75,8.16,8.59,10626600,705040000
12/1/2016,4209,397,1019,487,524,204,63,46,11,7,37,13,16,1,0.022369379,1.3573,1907,1405,746.05,758.28,746.05,756.77,80461904,11949200384,8.6,8.65,8.36,8.45,5882340,743881984
12/2/2016,5985,400,1420,645,754,324,65,42,26,14,36,9,26,7,0.013874282,1.3692,2544,1858,757.54,781.3,757.54,777.94,127605000,12134800384,8.46,8.46,7.42,7.76,18579800,731520000
12/3/2016,4270,316,994,466,636,270,38,27,12,4,28,5,33,7,0.021039092,1.3745,2059,1498,778.25,778.25,764.86,771.16,69547296,12467800064,7.77,8.15,7.67,7.92,12112100,672137984
12/4/2016,4177,314,1027,493,527,211,44,29,14,9,29,8,15,6,0.026581834,1.3062,1732,1326,771.64,773.87,768.16,773.87,60557900,12363599872,7.9,7.95,7.44,7.44,8450790,684257984
12/5/2016,5474,406,1217,582,798,365,62,46,17,7,39,10,37,8,0.031383395,1.4179,2297,1620,773.39,773.47,751.71,758.7,106363000,12393100288,7.41,7.64,6.66,6.82,17344500,641820032
12/6/2016,5351,422,1197,573,645,237,60,42,16,8,41,11,34,10,0.021343234,1.4783,2386,1614,758.72,765.62,758.72,764.22,116218000,12159399936,6.8,7.92,5.98,7.87,50671200,589548032
12/7/2016,5655,410,1314,631,790,320,64,51,14,8,36,6,24,3,0.03175276,1.4894,2675,1796,764.21,771.54,759.75,768.13,96426096,12248899584,7.89,8.54,7.33,8.38,22229600,684257984
12/8/2016,5695,421,1391,704,783,340,56,44,10,7,42,12,29,3,0.024196247,1.5606,2564,1643,768.08,774.7,765.95,770.81,80111904,12312500224,8.38,8.86,8.23,8.23,16042700,726878016
12/9/2016,4629,358,1104,544,556,226,51,39,11,6,31,9,27,6,0.021849187,1.5782,2271,1439,769.94,774.53,769.65,772.79,68705296,12344000512,8.17,8.67,8.05,8.45,12916300,708467968
12/10/2016,3591,286,859,405,439,160,35,24,14,6,39,9,12,2,0.015797724,1.3698,1741,1271,773.02,777.09,772.91,774.65,53843100,12394500096,8.44,8.53,8.02,8.13,8108370,732172992
12/11/2016,3376,252,760,357,441,162,42,29,14,6,32,10,7,1,0.028327742,1.3489,1736,1287,774.75,774.8,765.41,769.73,57313400,12423600128,8.13,8.27,8.1,8.19,5545500,705363008
12/12/2016,4132,351,1070,525,491,184,46,31,12,4,37,8,17,2,0.016399322,1.4008,2055,1467,770.04,781.92,770.04,780.09,76571000,12349800448,8.19,8.61,8.17,8.52,9119700,711347968
12/13/2016,4606,365,1162,535,605,220,51,36,20,9,36,3,29,5,0.014817409,1.3872,2171,1565,780.65,788.46,777.96,780.56,81645600,12521499648,8.52,8.53,8.35,8.42,4486190,740099008
12/14/2016,4724,414,1148,590,564,217,56,35,8,3,45,5,24,2,0.022731867,1.3918,2032,1460,780.01,782.03,776.84,781.48,75979000,12512900096,8.45,8.52,8.25,8.27,7337220,734382016
12/15/2016,4350,393,995,475,594,248,46,33,8,1,39,8,24,6,0.017523277,1.3383,1970,1472,780.07,781.43,777.8,778.09,81580096,12511699968,8.24,8.24,7.72,7.83,13184400,715860992
12/16/2016,3799,374,879,415,500,217,45,30,13,8,41,10,29,8,0.011223793,1.3117,1797,1370,778.96,785.03,778.96,784.91,83608200,12498799616,7.86,7.93,7.8,7.86,5178610,683398976
12/17/2016,3801,293,865,431,461,191,48,34,10,5,37,11,25,3,0.01647449,1.4277,1976,1384,785.17,792.51,784.86,790.83,78989800,12599600128,7.86,7.9,7.52,7.88,8502620,683356992
12/18/2016,3393,232,889,446,421,193,47,31,12,8,13,5,6,1,0.006448467,1.3884,1723,1241,791.01,794.74,788.03,790.53,60524400,12694800384,7.86,7.93,7.72,7.87,5890020,684028032
12/19/2016,4391,377,992,485,626,276,64,43,16,9,42,9,24,4,0.021483179,1.4155,1952,1379,790.69,793.61,790.32,792.71,74886400,12691099648,7.87,7.87,7.63,7.64,5894760,685054016
12/20/2016,4702,397,1180,570,582,234,49,32,13,8,28,2,18,1,0.011864418,1.3543,2068,1527,792.25,801.34,791.5,800.88,99629296,12717599744,7.63,7.75,7.57,7.66,6313550,664771968
12/21/2016,5937,469,1476,693,661,262,74,59,8,4,47,16,31,4,0.014934621,1.4006,2535,1810,800.64,834.28,799.41,834.28,155576000,12853699584,7.66,7.94,7.66,7.91,9393550,667625024
12/22/2016,5878,527,1389,651,603,221,78,56,16,6,54,7,16,2,0.00888526,1.3402,2545,1899,834.18,875.78,834.15,864.54,200027008,13393800192,7.9,7.91,7.5,7.59,16376700,688380032
12/23/2016,6714,544,1525,688,642,221,87,54,12,4,59,15,19,1,0.014745156,1.3654,2907,2129,864.89,925.12,864.68,921.98,275564000,13888600064,7.58,7.69,7.16,7.17,19613100,660545984
12/24/2016,3958,282,997,444,364,137,48,26,14,6,42,11,12,3,0.010115416,1.3082,1944,1486,922.18,923.48,886.34,898.82,137727008,14810300416,7.15,7.41,7.15,7.27,7626020,623758976
12/25/2016,3757,255,915,426,443,150,51,33,7,3,29,10,11,1,0.008575893,1.2228,1707,1396,899.65,899.65,862.42,896.18,143664992,14450100224,7.26,7.34,7.14,7.18,8671840,633792000
12/26/2016,3633,312,960,471,408,155,53,36,10,6,47,11,6,0,0.011555305,1.2529,1808,1443,896.91,913.18,896.9,907.61,123771000,14407799808,7.13,7.33,7.05,7.27,5836810,622438976
12/27/2016,4675,406,1148,544,548,215,74,51,12,3,44,13,20,6,0.015659019,1.3348,2105,1577,908.35,940.05,904.26,933.2,167308000,14593300480,7.28,7.32,7.09,7.17,8778610,635260032
12/28/2016,5696,521,1442,686,568,218,84,54,14,6,51,7,15,2,0.008294157,1.3739,2605,1896,934.83,975.92,934.83,975.92,236630000,15020499968,7.15,7.62,7.08,7.52,17453300,624358976
12/29/2016,5634,487,1378,673,564,218,63,40,12,8,61,19,23,4,0.01550554,1.4163,2732,1929,975.13,979.4,954.5,973.5,199320000,15669999616,7.54,8.53,7.54,8.28,27543800,658673984
12/30/2016,5280,381,1206,599,541,214,63,42,9,6,41,10,16,1,0.012843622,1.3497,2694,1996,972.53,972.53,934.83,961.24,187474000,15630199808,8.29,8.47,8.05,8.16,13909900,724528000
12/31/2016,3479,308,890,449,360,146,45,30,14,8,32,7,7,1,0.015080103,1.3391,1935,1445,960.63,963.74,947.24,963.74,99135104,15440700416,8.15,8.16,7.91,7.97,9066800,712662016
1/1/2017,5032,462,1065,489,412,149,58,41,9,3,69,21,13,2,0.021300133,1.4237,2483,1744,963.66,1003.08,958.7,998.33,147775008,15491200000,7.98,8.47,7.98,8.17,14731700,698148992
1/2/2017,6223,567,1538,754,596,205,91,66,17,5,62,12,29,1,0.013609649,1.4443,3059,2118,998.62,1031.39,996.7,1021.75,222184992,16055100416,8.17,8.44,8.05,8.38,14579600,714899968
1/3/2017,6282,531,1606,771,636,205,84,62,16,5,55,13,26,3,0.012800624,1.4064,2966,2109,1021.6,1044.08,1021.6,1043.84,185168000,16426600448,8.37,10,8.32,9.73,33625200,732988032
1/4/2017,10140,900,2301,994,901,287,122,83,34,14,78,16,38,5,0.012772594,1.5391,4411,2866,1044.4,1159.42,1044.4,1154.73,344945984,16795400192,9.71,11.28,9.56,11.25,41051200,850115008
1/5/2017,10003,939,2123,955,947,309,120,74,37,13,91,23,42,5,0.011294299,1.3789,4269,3096,1156.73,1191.1,910.42,1013.38,510199008,18603999232,11.29,11.89,9.4,10.25,41557400,988598976
1/6/2017,8211,710,1945,920,884,323,108,73,39,16,85,15,47,7,0.015061812,1.4067,3933,2796,1014.24,1046.81,883.94,902.2,351876000,16314099712,10.29,10.63,9.63,10.25,29471800,901249024
1/7/2017,5885,433,1287,554,646,226,63,40,15,5,55,11,20,5,0.018195855,1.3327,2748,2062,903.49,908.59,823.56,908.59,279550016,14534400000,10.24,10.28,9.59,9.87,23153600,897635968
1/8/2017,5099,453,1271,588,636,224,55,37,11,6,63,8,19,3,0.01750879,1.419,2530,1783,908.17,942.72,887.25,911.2,158715008,14611399680,9.87,10.39,9.83,10.29,16676600,865667008
1/9/2017,5075,519,1360,681,541,193,76,55,17,8,53,12,34,5,0.010372801,1.3493,2476,1835,913.24,913.69,879.81,902.83,141876992,14694899712,10.31,10.78,10.14,10.33,25718300,904681984
1/10/2017,5366,462,1318,637,613,257,59,37,14,6,55,13,22,5,0.016635238,1.4215,2634,1853,902.44,914.87,901.06,907.68,115808000,14522600448,10.37,10.69,10.29,10.55,10879700,909897024
1/11/2017,7208,630,1562,690,862,339,85,55,30,11,67,12,26,6,0.013198939,1.3402,3053,2278,908.11,919.45,762.77,777.76,310928992,14615700480,10.54,10.66,9.46,9.72,26823500,925320000
1/12/2017,6326,553,1417,658,760,324,72,47,24,13,43,6,23,2,0.016321256,1.3626,2961,2173,775.18,826.25,755.76,804.83,222326000,12477599744,9.72,10.08,9.18,9.86,30453800,853638016
1/13/2017,5215,423,1184,560,578,215,73,52,17,5,38,9,23,6,0.014262257,1.3899,2595,1867,803.74,829,780,823.98,168968000,12939100160,9.83,9.85,9.51,9.77,25066600,863241024
1/14/2017,3706,364,877,435,445,170,54,35,16,7,41,6,17,4,0.004519517,1.1468,1687,1471,825.14,835.09,812.46,818.41,93063296,13285199872,9.79,9.89,9.44,9.65,20085800,859971008
1/15/2017,3652,276,892,426,407,169,50,35,15,8,29,4,19,1,0.007776318,1.2761,1932,1514,818.14,823.31,812.87,821.8,71013600,13174299648,9.83,10,9.6,9.9,14837900,864036992
1/16/2017,4837,447,1205,586,571,234,77,56,14,1,39,5,17,3,0.018718266,1.3287,2296,1728,821.78,834.53,820.27,831.53,82755200,13234599936,9.88,9.93,9.58,9.64,14937400,869126016
1/17/2017,5837,478,1390,632,624,213,64,45,17,6,46,16,15,2,0.013688375,1.3223,2564,1939,830.95,910.56,830.8,907.94,155095008,13383900160,9.64,10.61,9.54,10.3,18391900,847980992
1/18/2017,5267,452,1181,554,648,259,58,41,18,10,41,5,22,3,0.01259917,1.327,2431,1832,909.37,917.5,858.3,886.62,225676992,14648899584,10.3,10.52,9.94,10.23,10788200,906078976
1/19/2017,5652,449,1382,686,591,213,61,43,23,16,52,13,21,5,0.018018422,1.4401,2670,1854,888.34,904.61,884.34,899.07,105625000,14311700480,10.24,10.44,10.18,10.4,8347550,901484032
1/20/2017,5038,384,1281,648,647,272,63,44,18,11,40,7,20,5,0.023230457,1.3944,2337,1676,898.17,899.4,887.01,895.03,86728400,14472099840,10.39,10.76,10.35,10.6,10992800,914696000
1/21/2017,4288,303,1081,518,566,231,49,28,13,7,39,9,28,2,0.016827809,1.3801,2055,1489,895.55,927.37,895.53,921.79,111158000,14432000000,10.6,10.98,10.58,10.91,11937600,933404992
1/22/2017,4817,329,1163,530,598,245,54,34,13,4,27,8,8,3,0.018448686,1.2822,2013,1570,922.21,937.53,897.56,924.67,116573000,14863599616,10.91,10.97,10.58,10.7,8678620,961462976
1/23/2017,4624,402,1104,540,587,242,59,47,12,5,41,8,15,2,0.026170724,1.3268,2229,1680,925.5,928.27,916.74,921.01,73588600,14918800384,10.71,10.84,10.67,10.82,7267210,944158976
1/24/2017,5927,482,1403,697,765,316,52,37,18,7,40,6,25,3,0.009314262,1.3458,2522,1874,910.68,924.15,892.29,892.69,111349000,14681400320,10.73,10.77,10.57,10.63,8327330,946083008
1/25/2017,6970,517,1605,767,1018,410,86,62,24,17,51,12,43,14,0.022495913,1.5326,2820,1840,891.92,903.25,891.69,901.54,120831000,14380699648,10.62,10.62,10.48,10.57,6751450,936769024
1/26/2017,5490,424,1315,665,726,308,48,33,22,11,43,8,16,3,0.013886538,1.4542,2526,1737,902.4,919.33,902.22,917.59,131958000,14551199744,10.57,10.67,10.51,10.59,8465020,932574976
1/27/2017,5142,441,1258,619,677,286,69,47,17,8,67,21,36,8,0.026893478,1.5,2514,1676,918.36,923.22,915.85,919.75,125594000,14810399744,10.58,10.61,10.44,10.54,7189170,934403968
1/28/2017,3774,299,863,405,416,164,42,24,6,3,34,10,13,3,0.014164515,1.3619,1844,1354,919.81,923.91,919.81,921.59,68979600,14835800064,10.54,10.58,10.43,10.56,6580700,930688000
1/29/2017,3701,330,877,445,420,156,55,41,12,6,33,6,17,5,0.017441251,1.375,1969,1432,922.07,923.42,919.15,919.5,60851700,14874000384,10.56,10.57,10.45,10.48,4689950,933086976
1/30/2017,5223,411,1156,547,801,335,55,44,16,6,41,6,25,6,0.032468862,1.4402,2408,1672,920.15,923.05,919.47,920.38,78227296,14844900352,10.49,10.71,10.47,10.57,8042180,927414976
1/31/2017,5199,477,1287,586,604,250,67,47,20,13,45,10,25,3,0.014136144,1.3421,2444,1821,920.96,972.02,920.96,970.4,164582000,14859700224,10.56,10.75,10.55,10.73,11648700,933974976
2/1/2017,4793,452,1147,546,559,221,69,46,15,6,47,11,17,4,0.016493691,1.3162,2306,1752,970.94,989.11,970.74,989.02,150110000,15667900416,10.74,10.85,10.56,10.73,12852200,949969024
2/2/2017,5505,493,1231,595,624,267,67,45,16,6,63,8,20,4,0.019479804,1.3072,2600,1989,990,1013.52,983.22,1011.8,145820992,15977799680,10.74,10.89,10.55,10.82,10172500,949793024
2/3/2017,5724,494,1308,620,670,257,73,39,17,9,60,19,18,1,0.024778575,1.3296,2606,1960,1011.46,1033.87,1008.79,1029.91,201278000,16326099968,10.81,11.11,10.76,11.11,12897800,956944000
2/4/2017,5991,397,1345,647,856,394,61,43,24,13,53,3,32,9,0.031839423,1.5762,2793,1772,1031.33,1045.9,1015.16,1042.9,155064000,16648800256,11.13,11.5,11.13,11.43,14139500,985276992
2/5/2017,5356,384,1302,664,758,332,72,54,21,14,31,7,24,6,0.019871483,1.6275,2718,1670,1043.52,1043.63,1022.37,1027.34,114208000,16847399936,11.44,11.49,11.32,11.35,5942960,1013400000
2/6/2017,5375,420,1290,625,707,286,66,40,26,12,43,5,24,1,0.012539491,1.4528,2586,1780,1028.4,1044.64,1028.16,1038.15,111762000,16605400064,11.35,11.48,11.34,11.39,5695440,1005929984
2/7/2017,7288,484,1791,904,888,375,90,66,20,7,37,7,20,1,0.015141944,1.5114,3260,2157,1040.14,1061.93,1040.14,1061.35,146007008,16796600320,11.43,11.61,11.41,11.52,7629640,1012620032
2/8/2017,7829,539,1776,869,1081,465,58,41,28,15,49,10,23,3,0.028062303,1.5714,3443,2191,1062.32,1078.97,1037.49,1063.07,201855008,17156700160,11.54,11.63,11.24,11.43,9688630,1023169984
2/9/2017,8669,621,1949,894,1138,470,92,64,22,10,61,16,39,6,0.024776224,1.5771,3621,2296,1064.7,1088.99,953.34,994.38,407220000,17197099008,11.44,11.6,10.67,11.03,18400300,1014280000
2/10/2017,6063,506,1489,694,694,301,65,53,12,7,46,9,23,3,0.011434894,1.4446,2801,1939,995.63,998.91,946.69,988.67,190452000,16083600384,11.05,11.34,10.78,11.28,11914200,979961024
2/11/2017,4571,353,1033,482,569,246,67,55,17,6,41,9,20,3,0.012016572,1.4332,2263,1579,988.9,1009.29,982.83,1004.45,102261000,15976699904,11.29,11.43,11.24,11.35,7544520,1002129984
2/12/2017,4273,312,1129,562,485,178,54,40,18,7,36,9,13,3,0.013585726,1.4326,2116,1477,1003.52,1004.76,996.92,999.18,67530000,16214700032,11.35,11.4,11.3,11.4,6264900,1008030016
2/13/2017,5000,501,1161,564,612,243,73,52,17,8,58,16,23,4,0.015072582,1.41,2445,1734,998.89,1002.1,976,990.64,100607000,16141500416,11.38,11.39,11.17,11.27,7216520,1011080000
2/14/2017,6139,475,1531,770,660,268,77,55,15,9,54,11,30,1,0.025974697,1.4519,2776,1912,991.73,1011.51,986.47,1004.55,137946000,16028000256,11.29,13.33,11.29,13.03,42911500,1002809984
2/15/2017,5486,444,1476,708,610,251,65,51,11,6,37,5,20,5,0.01416163,1.4613,2642,1808,1006.21,1008.84,1001.58,1007.48,89759400,16264099840,13.04,13.04,12.64,12.92,18464700,1159000064
2/16/2017,5265,430,1368,690,602,251,69,46,20,14,38,5,19,3,0.018209765,1.4152,2536,1792,1007.65,1033.37,1007.65,1027.44,122277000,16289099776,12.92,12.92,12.54,12.9,38002600,1148860032
2/17/2017,5665,465,1243,560,747,322,69,45,17,7,46,8,15,2,0.018901862,1.4369,2720,1893,1026.12,1053.17,1025.64,1046.21,136474000,16589599744,12.9,12.91,12.66,12.68,11636500,1147260032
2/18/2017,4837,350,1105,521,665,297,56,37,24,16,38,8,18,4,0.010598185,1.3301,2325,1748,1049.21,1061.1,1046.96,1054.42,99073504,16964800512,12.71,12.83,12.68,12.81,9370010,1130749952
2/19/2017,4830,331,1220,598,651,292,58,39,13,8,32,4,9,0,0.025981957,1.4464,2294,1586,1054.76,1056.81,1043.46,1047.87,77423296,17056600064,12.82,12.87,12.71,12.76,7799740,1140870016
2/20/2017,5438,444,1314,602,661,284,60,40,12,4,51,10,22,3,0.017702886,1.4103,2485,1762,1048.69,1080.49,1041.69,1079.98,109478000,16960199680,12.77,12.9,12.43,12.43,12994400,1136610048
2/21/2017,8275,561,1586,792,827,345,83,54,21,3,50,9,35,4,0.019037568,1.4879,3205,2154,1079.28,1117.25,1076.93,1115.3,186868992,17456900096,12.34,12.77,12.21,12.67,15183300,1099330048
2/22/2017,7527,565,1418,686,726,278,81,49,22,11,42,4,20,5,0.017169773,1.4995,3038,2026,1114.8,1125.39,1100.55,1117.44,136100000,18033399808,12.69,12.76,12.55,12.6,10360900,1130460032
2/23/2017,8781,713,1789,824,945,380,100,63,28,11,55,8,46,7,0.019428912,1.4829,3596,2425,1117.27,1176.62,1116.96,1166.72,189454000,18075199488,12.6,13.21,12.56,13.12,14522300,1122909952
2/24/2017,7689,716,1650,725,863,332,97,56,30,15,62,15,41,6,0.010753652,1.457,3743,2569,1172.71,1200.39,1131.96,1173.68,330759008,18974400512,13.13,13.23,12.88,13.07,19574400,1171110016
2/25/2017,5502,430,1291,623,718,278,59,43,17,11,41,8,23,4,0.019401692,1.4812,2795,1887,1170.41,1174.85,1124.59,1143.84,139960992,18939500544,13.06,13.72,12.98,13.55,18533900,1165229952
2/26/2017,6148,407,1436,664,778,319,83,56,29,19,50,6,32,2,0.024486562,1.6026,2936,1832,1144.27,1167.47,1130.2,1165.2,116486000,18518900736,13.52,14.54,13.4,14.52,20307500,1206150016
2/27/2017,7543,596,1846,909,828,362,82,53,16,8,44,13,29,5,0.019608434,1.4824,3448,2326,1163.78,1181.98,1163.38,1179.97,131570000,18837299200,14.51,15.68,14.27,15.4,31667000,1294770048
2/28/2017,8750,677,2063,961,910,343,106,60,32,12,65,9,34,4,0.012721999,1.4691,3489,2375,1180.72,1193.25,1171.82,1179.97,184956000,19113598976,15.45,16.06,15.12,15.82,65478900,1379600000
3/1/2017,8626,759,2017,1000,947,375,111,78,40,13,82,17,34,2,0.018166836,1.457,3545,2433,1180.04,1222.5,1179.69,1222.5,229056992,19104800768,15.85,17.37,15.56,17.35,44927500,1415510016
3/2/2017,10873,878,2475,1151,1123,435,155,91,44,21,78,18,43,5,0.021154201,1.5179,4314,2842,1224.68,1262.13,1215.62,1251.01,368275008,19829800960,17.36,19.35,16.95,19.03,83627104,1550749952
3/3/2017,9514,710,2249,1096,920,335,132,84,29,14,67,12,23,5,0.013319607,1.4382,3853,2679,1250.71,1280.31,1250.71,1274.99,315739008,20253700096,19.04,20.67,18.41,19.46,95863400,1702140032
3/4/2017,6740,487,1595,779,836,355,96,55,30,15,48,7,31,10,0.019257998,1.4455,3079,2130,1277.43,1279.4,1230.51,1255.15,183270000,20688799744,19.52,20.06,18.62,18.62,27341900,1745139968
3/5/2017,6761,430,1722,858,860,350,103,66,22,11,52,10,13,4,0.021374965,1.5214,3052,2006,1254.29,1267.29,1238.06,1267.12,134127000,20316000256,18.5,19.42,18.23,19.3,26816300,1655030016
3/6/2017,8555,661,1989,955,966,365,120,83,31,14,60,19,17,4,0.025121454,1.6094,3803,2363,1267.47,1276,1264.6,1272.83,153656992,20531900416,19.28,20.1,19.11,19.61,32432700,1725360000
3/7/2017,12684,814,2727,1240,1668,688,135,92,34,16,96,25,31,2,0.025107084,1.6119,5545,3440,1273.21,1275.55,1204.8,1223.54,291256000,20627099648,19.58,19.63,18.64,18.89,37972200,1752530048
3/8/2017,9932,754,2272,1076,1267,519,104,64,44,18,77,14,37,4,0.017793841,1.5077,4300,2852,1223.23,1232.16,1148.08,1150,332603008,19819800576,18.88,18.88,16.65,16.65,44304600,1690759936
3/9/2017,9906,661,2331,1095,1200,531,101,57,32,16,64,10,34,5,0.032238797,1.6353,4165,2547,1150.35,1197.46,1141.23,1188.49,212283008,18640900096,16.64,17.87,16.37,17.75,31418400,1490499968
3/10/2017,15642,1175,3069,1245,1636,566,110,72,43,21,109,22,72,9,0.020076277,1.7547,6487,3697,1189.36,1270.47,1077.25,1116.72,563795968,19275300864,17.74,19.66,17.68,19.33,87506800,1589639936
3/11/2017,8219,606,1848,841,893,327,108,68,27,13,63,15,46,5,0.011912173,1.4173,3631,2562,1116.32,1193.83,1116.32,1175.83,283320000,18093699072,19.37,21.59,19.01,21.47,69150096,1736630016
3/12/2017,8789,565,2066,979,925,368,92,57,26,14,61,8,30,4,0.018831543,1.4556,3390,2329,1176.62,1226.98,1175.36,1221.38,227176000,19073300480,21.46,23.44,21.38,23.44,74628896,1924659968
3/13/2017,14544,891,3353,1520,1522,579,145,92,43,20,77,15,45,8,0.023873478,1.5953,4912,3079,1221.78,1237.37,1217.03,1231.92,380276992,19807700992,23.5,30.6,23.5,28.59,255488000,2108300032
3/14/2017,13499,911,3111,1450,1815,792,141,87,46,30,86,17,52,14,0.032602124,1.7977,5242,2916,1232.16,1244.81,1220.72,1240,245306000,19978199040,28.57,29.93,27.32,28.65,101797000,2563699968
3/15/2017,13820,953,2988,1343,1711,729,140,103,47,24,88,14,67,7,0.02947238,1.7238,5173,3001,1240.16,1251.61,1239.75,1249.61,297804992,20110399488,28.65,35.06,28.43,35.06,170344000,2571160064
3/16/2017,17015,1091,3844,1725,1710,657,183,114,55,24,72,18,74,15,0.017878046,1.641,5701,3474,1251.33,1257.98,1152.44,1187.81,638568000,20293699584,35.36,47.17,35.36,46.35,454417984,3174749952
3/17/2017,19002,1220,4010,1842,2158,833,200,124,62,31,117,22,75,11,0.025118429,1.7735,6413,3616,1180.16,1180.16,1099.57,1100.23,706598976,19141799936,45.93,55.11,38.21,46.83,497534016,4125479936
3/18/2017,13860,938,2925,1318,1691,692,148,97,67,33,108,14,75,11,0.032445557,1.7175,5381,3133,1099.69,1114.07,957.66,973.82,621302016,17838700544,46.87,46.87,31.7,34.16,262180000,4211830016
3/19/2017,13783,872,3081,1480,1749,728,133,88,44,27,114,32,73,15,0.045596371,1.9073,5476,2871,976.73,1069.91,976.73,1036.74,406648000,15845999616,35.53,47,35.34,44.74,239430000,3193600000
3/20/2017,13787,947,3236,1551,1971,874,164,111,46,23,89,15,45,7,0.026913221,1.8265,5653,3095,1037.24,1063.03,1036.68,1054.23,286529984,16829800448,44.83,46.23,42.44,43.39,154700992,4031269888
3/21/2017,11926,936,2915,1406,1483,661,152,95,44,24,75,25,62,11,0.030248495,1.6748,4991,2980,1055.36,1122.43,1055.36,1120.54,337391008,17125600256,43.51,44.26,42.37,43.15,91265400,3913619968
3/22/2017,12523,910,2823,1299,1834,778,135,97,45,24,92,15,75,20,0.036570074,1.8361,5286,2879,1120.65,1120.65,1014.21,1049.14,380840992,18187100160,43.12,43.52,39.69,42.34,113952000,3880120064
3/23/2017,10348,760,2377,1104,1130,462,106,69,48,26,72,14,52,8,0.014579161,1.4741,4325,2934,1050.05,1058.01,1028.93,1038.59,248540000,17043399680,42.57,44.75,41.3,43.68,100724000,3831310080
3/24/2017,13962,948,3037,1371,1801,744,141,100,69,38,111,24,63,17,0.027571423,1.6929,5155,3045,1038.45,1040.47,934.36,937.52,491038016,16856999936,43.64,54.14,43.21,53.11,297046016,3929230080
3/25/2017,12303,785,2849,1313,1527,610,125,82,41,26,65,15,39,9,0.021828645,1.6853,5066,3006,936.54,975.76,903.71,972.78,435803008,15204800512,53.58,53.58,48.31,51.25,223059008,4825699840
3/26/2017,9511,596,2297,1083,1256,517,94,64,25,14,60,15,40,10,0.030364922,1.611,4013,2491,974.02,1007.96,954.19,966.72,303668000,15814800384,50.77,51.8,49.28,50.52,106859000,4574539776
3/27/2017,11835,771,2860,1463,1469,599,121,85,38,21,65,9,56,10,0.025771596,1.6911,4889,2891,972.05,1046.4,971.98,1045.77,372535008,15784999936,51.31,52.46,48.93,49.67,118978000,4624990208
3/28/2017,11266,785,2703,1355,1359,600,121,77,40,19,69,14,40,5,0.025053529,1.6898,4537,2685,1044.58,1064.65,1027.73,1047.15,326332000,16964500480,49.71,50.96,49.15,50.77,97745296,4482160128
3/29/2017,11609,774,2625,1249,1389,555,101,74,35,17,68,15,42,4,0.014847408,1.5803,4360,2759,1046.08,1055.13,1015.88,1039.97,298457984,16990900224,50.57,53.87,50.55,53.13,144998000,4561149952
3/30/2017,9695,687,2429,1154,1158,476,100,81,28,17,63,16,35,10,0.022910169,1.4915,3769,2527,1042.21,1049.29,1020.04,1026.43,352968992,16929800192,53.12,53.31,51.87,52.21,86885696,4793280000
3/31/2017,8968,664,2188,1049,898,357,106,73,25,10,64,15,22,6,0.012369344,1.3568,3415,2517,1026.64,1074.92,1026.64,1071.79,447287008,16679000064,51.75,51.77,47.38,50.04,151416000,4671190016
4/1/2017,6647,560,1505,684,705,249,86,60,23,13,66,11,23,2,0.016813695,1.421,3065,2157,1071.71,1091.72,1061.09,1080.5,289633984,17412999168,50.03,51.93,48.88,50.7,92461904,4517510144
4/2/2017,7453,483,1563,691,852,309,81,58,17,8,51,9,26,2,0.021783232,1.2907,2762,2140,1080.61,1107.59,1075.45,1102.17,514187008,17559400448,50.74,51.27,45.43,48.75,134604000,4582700032
4/3/2017,9428,681,2254,1040,1069,441,92,60,27,13,64,13,33,2,0.017677476,1.3831,3430,2480,1102.95,1151.74,1102.95,1143.81,580444032,17924599808,48.82,48.82,43.41,44.36,190512992,4411030016
4/4/2017,8774,683,2156,982,1067,413,99,59,33,15,70,11,40,11,0.016598515,1.4326,3583,2501,1145.52,1156.44,1120.52,1133.25,436310016,18619000832,43.92,45.74,41.72,44.64,157568000,3969730048
4/5/2017,8094,655,1987,953,951,382,101,72,24,16,64,7,34,3,0.013173804,1.4215,3433,2415,1134.14,1135.09,1113.63,1124.78,414784000,18435700736,44.66,47.84,44.54,45.3,119733000,4037939968
4/6/2017,12718,846,3122,1501,1767,723,135,88,43,17,84,22,61,6,0.056687118,1.8669,4953,2653,1125.81,1188.37,1125.81,1182.68,511222016,18302599168,45.22,45.64,40.9,43.24,147120000,4089929984
4/7/2017,8486,589,2187,1059,1077,439,100,65,24,10,56,10,30,8,0.020798534,1.6125,3649,2263,1178.94,1186.58,1163.39,1176.9,317022016,19168499712,42.87,44.04,41.65,42.16,81474704,3878210048
4/8/2017,6675,415,1519,714,844,352,69,38,28,16,28,7,42,14,0.01973026,1.4413,2871,1992,1172.65,1184.98,1162.58,1175.95,209312000,19068600320,41.8,45.21,41.73,44.31,74138800,3783000064
