date,com_count,sub_count,com_body_pos_count,com_body_very_pos_count,com_body_neg_count,com_body_very_neg_count,sub_body_pos_count,sub_body_very_pos_count,sub_body_neg_count,sub_body_very_neg_count,sub_title_pos_count,sub_title_very_pos_count,sub_title_neg_count,sub_title_very_neg_count,avg_clust_coef,avg_degree,num_edges,num_nodes,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_market_cap,eth_open,eth_high,eth_low,eth_close,eth_volume,eth_market_cap
7/19/2016,5662,459,1385,648,739,296,54,37,18,12,39,3,45,5,0.03607682,1.5991,2621,1639,672.74,673.28,667.63,672.86,61203300,10606499840,11.05,12.01,11.01,11.62,21730000,907134976
7/20/2016,6311,531,1497,737,781,311,81,47,20,13,61,19,31,7,0.021746376,1.5916,2981,1873,672.81,672.93,663.36,665.68,94636400,10608600064,11.59,12.99,11.57,12.45,60226100,952142976
7/21/2016,5540,539,1286,593,696,258,81,52,23,9,63,14,38,6,0.018670468,1.5409,2675,1736,665.23,666.22,660.41,665.01,60491800,10490300416,12.46,12.71,11.99,12.65,24636900,1024000000
7/22/2016,5571,433,1366,667,777,343,65,46,19,9,37,8,32,7,0.017626834,1.4994,2585,1724,664.92,666.58,646.72,650.62,134169000,10486599680,12.66,14.81,12.54,14.66,74779504,1040640000
7/23/2016,3362,267,884,450,399,174,54,32,17,7,32,4,19,3,0.013472173,1.3518,1729,1279,650.73,656.37,648.52,655.56,69532200,10263700480,14.67,14.9,14.05,14.3,32489700,1206189952
7/24/2016,6781,570,1500,686,972,442,98,68,34,19,43,5,49,13,0.03784858,1.8185,3066,1686,655.41,663.11,652.79,661.28,118184000,10338599936,14.3,14.44,12.32,12.75,77750800,1176249984
7/25/2016,5837,512,1359,661,874,374,77,52,37,23,51,8,48,5,0.01989208,1.637,2796,1708,661.26,661.83,653.4,654.1,78176496,10431899648,12.74,13.86,12.68,13.84,36673800,1048920000
7/26/2016,7024,713,1701,811,883,354,100,66,43,31,74,21,38,9,0.032493211,1.7959,3353,1867,654.23,656.22,645.88,651.78,225135008,10321899520,13.82,13.85,11.73,11.99,94428800,1137660032
7/27/2016,6660,596,1593,758,860,339,63,46,28,12,40,5,40,5,0.02488013,1.7158,3085,1798,651.63,657.46,648.45,654.35,147460992,10281900032,12.05,13.31,11.84,12.97,58278800,992644992
7/28/2016,5285,478,1366,674,683,287,75,55,20,11,35,5,39,8,0.020648268,1.6141,2639,1635,654.49,657.59,654.49,655.03,86428400,10328099840,12.98,12.99,12.49,12.84,24603900,1069560000
7/29/2016,5586,386,1381,665,767,342,57,35,19,10,24,10,42,3,0.038685199,1.5807,2643,1672,655.11,657.8,654.79,656.99,60703500,10338899968,12.84,12.87,12.55,12.79,14082300,1058220032
7/30/2016,3942,313,939,454,599,266,51,39,7,3,49,9,22,6,0.026886215,1.5124,2128,1407,657.01,658.22,654.21,655.05,38456100,10370100224,12.8,12.8,12.46,12.46,9047810,1055409984
7/31/2016,4916,314,1112,564,692,320,50,40,21,12,25,10,21,6,0.017680095,1.4177,2145,1513,655.1,655.28,624.36,624.68,110818000,10340899840,12.44,12.51,11.55,11.88,25441400,1026310016
8/1/2016,6327,408,1608,775,851,363,68,49,14,9,54,7,24,5,0.032785078,1.654,2863,1731,624.6,626.12,605.88,606.27,121887000,9860620288,11.89,12.01,10.94,10.94,23999500,981734976
8/2/2016,10412,706,2028,870,1387,496,89,62,42,24,54,12,52,5,0.044800907,1.8342,4457,2430,606.4,612.85,531.33,547.47,330932992,9574320128,10.95,11.14,8.2,8.79,88803296,903977984
8/3/2016,14347,870,2620,1103,1688,669,130,92,53,34,71,18,63,5,0.043505346,1.6508,6945,4207,548.66,573.36,541.55,566.35,207982000,8663669760,8.88,10.42,8.88,10.29,53979400,733203968
8/4/2016,9368,559,1802,807,1065,484,85,53,24,12,54,17,31,5,0.02796474,1.4407,4410,3061,566.33,579.5,565.78,578.29,125292000,8943869952,10.31,11.29,10.16,11.04,38151400,851992000
8/5/2016,8003,497,1521,676,963,409,67,47,22,13,37,4,31,5,0.044037523,1.4907,3615,2425,578.28,578.28,569.98,575.04,66127900,9133689856,11.02,11.18,10.76,10.93,15487900,910856000
8/6/2016,6559,358,1305,608,803,333,62,41,22,15,37,5,28,4,0.064604848,1.511,2954,1955,575.03,588.4,569.47,587.78,80797296,9083509760,10.92,10.94,10.29,10.88,16712600,902752000
8/7/2016,5791,321,1161,535,806,349,47,32,30,18,17,3,30,6,0.048426985,1.521,2645,1739,587.77,597.51,586.82,592.69,82398400,9285940224,10.86,11.09,10.78,10.91,16551000,898339968
8/8/2016,6635,448,1372,640,842,329,72,52,32,21,34,6,25,2,0.044605464,1.4814,2985,2015,592.74,592.99,588.05,591.05,61194100,9365440512,10.91,11.33,10.86,11.25,14956700,903184000
8/9/2016,5945,423,1164,562,618,240,63,41,24,14,40,7,25,5,0.018175203,1.3733,2726,1985,591.04,591.09,584.79,587.8,92228096,9339660288,11.27,12.45,11.2,12.24,36656600,933430976
8/10/2016,6178,455,1218,529,630,228,60,42,17,11,44,9,33,9,0.037435578,1.4411,2728,1893,587.65,599.98,586.37,592.1,102905000,9286960128,12.23,12.46,11.98,12.14,28096300,1012910016
8/11/2016,4493,365,1127,535,534,224,63,49,16,8,18,1,20,1,0.019869138,1.3935,2415,1733,592.12,597.54,589.12,589.12,74514400,9358770176,12.14,12.27,11.63,11.69,17505000,1005720000
8/12/2016,4285,345,1067,520,506,193,46,29,15,10,38,8,21,1,0.014139708,1.3406,2145,1600,588.8,589.91,583.81,587.56,69218000,9307249664,11.69,12.04,11.64,11.78,13690100,968865024
8/13/2016,3209,221,801,393,403,184,34,20,5,4,29,6,13,4,0.017142812,1.3662,1761,1289,587.36,589.77,584.98,585.59,43563000,9285529600,11.77,11.79,11.51,11.57,7539490,975998976
8/14/2016,3632,244,839,433,551,268,30,18,12,10,30,5,11,2,0.01361452,1.389,1721,1239,585.59,585.67,564.78,570.47,60851100,9258730496,11.58,11.69,11.1,11.19,8680160,960854976
8/15/2016,3840,308,912,465,524,223,35,25,8,4,27,4,23,3,0.010549518,1.2756,1921,1506,570.49,573.58,563.24,567.24,57262300,9021179904,11.2,11.31,11,11.22,7500840,929558016
8/16/2016,4273,360,1038,514,556,249,56,40,12,9,32,2,25,7,0.012718673,1.3359,2108,1578,567.24,581.74,566.72,577.44,58405200,8970770432,11.23,11.24,11,11.14,7051510,932161984
8/17/2016,3837,292,943,471,510,225,31,23,8,2,36,7,16,5,0.015824048,1.3118,1864,1421,577.76,580.89,571.43,573.22,54443000,9138029568,11.13,11.15,10.75,10.75,8833760,924590976
8/18/2016,3237,294,855,441,370,163,49,32,14,4,26,10,16,2,0.014781899,1.3048,1721,1319,573.71,577.79,573.43,574.32,59896600,9074759680,10.75,11.01,10.74,10.76,6935800,892902976
8/19/2016,3087,306,826,408,391,171,43,29,17,10,32,7,15,2,0.009348386,1.2173,1591,1307,574.34,578.24,574.18,575.63,50631600,9085819904,10.75,10.8,10.73,10.75,5390850,893155968
8/20/2016,2578,210,667,319,330,132,34,26,10,3,22,6,13,1,0.006168013,1.2236,1379,1127,576.08,582.82,575.46,581.7,45301400,9114500096,10.75,11.3,10.75,11.25,7443540,893814016
8/21/2016,2221,201,594,300,271,108,31,20,2,1,13,5,6,0,0.005111799,1.1951,1231,1030,581.94,584.16,580.22,581.31,38299400,9208210432,11.25,11.25,10.99,11.18,4355660,936014976
8/22/2016,2654,319,685,317,265,91,44,36,5,3,25,5,9,5,0.012186392,1.2335,1437,1165,581.31,588.45,580.59,586.75,72844000,9199410176,11.19,11.34,11.07,11.12,6588920,930707968
8/23/2016,2656,299,705,323,247,88,46,33,7,3,30,7,14,2,0.014533035,1.2414,1486,1197,586.77,589.47,581.63,583.41,85349200,9286930432,11.14,11.23,10.9,11.03,6489380,927065024
8/24/2016,3268,352,818,409,392,172,42,31,10,5,39,7,7,1,0.015625764,1.3184,1731,1313,583.41,583.59,579.85,580.18,56328200,9234799616,11.02,11.15,11.01,11.04,4423420,918038976
8/25/2016,3304,330,826,427,397,167,43,28,6,3,28,5,13,0,0.013983729,1.3031,1668,1280,580.18,580.45,575.17,577.76,136130000,9184700416,11.03,11.39,11.02,11.36,8552380,918977024
8/26/2016,3519,310,898,428,409,157,43,35,9,6,27,7,15,5,0.014178712,1.3486,1880,1394,577.75,580.62,576.86,579.65,48856800,9147169792,11.35,11.45,11.21,11.3,5857850,946092032
8/27/2016,2769,231,734,386,388,184,42,29,8,7,25,7,15,2,0.027141145,1.2904,1493,1157,579.45,579.84,568.63,569.95,59698300,9174989824,11.29,11.29,11.14,11.15,15108400,941585024
8/28/2016,2517,222,643,326,322,145,31,22,7,3,29,6,14,2,0.014982918,1.303,1316,1010,569.83,574.04,569.74,573.91,86301600,9023609856,11.15,11.15,10.92,10.93,5303040,929689984
8/29/2016,3320,310,940,489,456,229,55,34,11,5,38,5,15,2,0.024888177,1.3298,1641,1234,574.07,576.28,573.47,574.11,110398000,9091829760,10.92,11.15,10.79,10.98,8130540,910697984
8/30/2016,3699,289,964,489,451,171,42,31,9,2,27,4,10,3,0.015756969,1.2699,1689,1330,574.11,578.36,574.11,577.5,70342400,9093529600,10.99,11.3,10.96,11.23,7221260,917473984
8/31/2016,3042,374,752,360,422,195,54,40,8,5,36,7,17,1,0.014748907,1.2804,1589,1241,577.59,577.86,573.64,575.47,75840896,9149729792,11.24,11.68,11.18,11.67,11073700,938406016
9/1/2016,3181,326,864,444,363,168,38,28,5,1,34,5,11,1,0.023575466,1.2753,1612,1264,575.55,576.31,571.81,572.3,76923400,9118279680,11.67,12.58,11.65,11.99,24051500,974844032
9/2/2016,2592,303,688,341,279,121,40,32,8,5,27,4,10,0,0.019027981,1.1983,1378,1150,572.41,575.64,570.81,575.54,79910800,9069549568,11.96,12.31,11.88,12.11,9368300,999756992
9/3/2016,2308,208,501,241,278,99,33,21,5,4,36,5,12,2,0.01696528,1.1359,1162,1023,575.55,599.5,574.06,598.21,159014000,9120440320,12.11,12.36,11.35,11.76,13358800,1012579968
9/4/2016,2434,250,589,289,246,86,36,26,9,5,22,2,14,1,0.015931671,1.1579,1217,1051,598.59,611.84,596.85,608.63,97942896,9486369792,11.75,11.79,11.47,11.68,7220550,982952000
9/5/2016,2232,267,577,281,224,88,36,27,7,2,16,3,15,2,0.009418612,1.1408,1167,1023,608.99,609.05,602.24,606.59,82446800,9652490240,11.68,11.81,11.59,11.72,5724100,977169024
9/6/2016,3076,343,783,373,343,144,39,30,6,2,40,6,13,1,0.013141556,1.2893,1582,1227,606.51,610.83,605.09,610.44,78529104,9614140416,11.73,11.73,11.47,11.69,6346330,981302976
9/7/2016,2882,333,730,391,323,122,34,24,12,6,35,6,13,6,0.013433783,1.2738,1512,1187,610.57,614.54,608.51,614.54,75032400,9679609856,11.69,11.73,11.52,11.55,6115050,979086976
9/8/2016,2976,285,774,375,324,131,27,20,9,4,29,6,7,0,0.010617319,1.1785,1466,1244,614.64,628.77,613.84,626.32,86713000,9745120256,11.55,11.7,11.25,11.35,11535000,967009984
9/9/2016,2787,281,749,386,290,114,43,28,9,5,28,6,13,2,0.01305545,1.1897,1430,1202,626.35,626.83,620.26,622.86,64550200,9931979776,11.41,11.68,11.39,11.65,6109200,956209984
9/10/2016,2408,211,617,292,303,139,32,24,9,6,17,1,10,3,0.015492887,1.2386,1272,1027,622.93,625.09,622.4,623.51,45016800,9878729728,11.66,12.22,11.54,12.17,7220300,977515008
9/11/2016,2598,246,622,295,287,109,33,21,5,2,23,3,15,4,0.013173247,1.2192,1307,1072,623.42,628.82,600.51,606.72,73610800,9887779840,12.21,12.21,11.59,11.64,8791180,1023640000
9/12/2016,3104,315,893,470,359,131,46,32,7,3,42,6,21,3,0.008234774,1.2472,1559,1250,607.01,608.46,605.41,608.24,72812304,9628560384,11.64,11.95,11.61,11.89,7478080,976644992
9/13/2016,3472,345,938,501,378,156,51,42,10,7,40,6,16,1,0.01214432,1.2957,1744,1346,608.03,611.19,606.92,609.24,86920600,9645930496,11.89,12.09,11.88,11.92,11704300,997638016
9/14/2016,3252,349,921,499,333,140,49,37,10,3,37,11,14,1,0.012528358,1.2928,1678,1298,608.84,611.95,608.41,610.68,47877700,9660080128,11.9,12,11.86,11.92,5694820,999352000
9/15/2016,3093,310,826,413,334,135,47,39,7,4,46,9,8,1,0.009833296,1.2878,1584,1230,610.59,611.09,607.16,607.16,59464600,9688939520,11.94,12.14,11.92,11.94,7309090,1002969984
9/16/2016,2990,310,799,398,301,106,46,31,11,6,31,9,17,0,0.008225429,1.1685,1366,1169,607.25,609.26,606.73,606.97,64963400,9637019648,11.96,12.75,11.9,12.56,17421500,1004739968
9/17/2016,3059,229,827,402,344,146,44,26,8,4,24,8,4,0,0.022935079,1.3339,1534,1150,607.22,607.86,605.19,605.98,37140300,9637600256,12.56,12.76,12.44,12.7,7446610,1055440000
9/18/2016,3138,255,770,395,321,130,44,24,13,3,39,16,8,0,0.012235691,1.2768,1467,1149,606.28,610.16,605.86,609.87,48679400,9623950336,12.69,12.99,12.16,12.43,22433300,1066620032
9/19/2016,3905,348,988,458,424,173,52,36,19,12,37,12,11,1,0.019244637,1.4062,1987,1413,609.87,610.93,608.27,609.23,54796400,9681959936,12.44,13.19,12.42,13.19,13838800,1045870016
9/20/2016,4594,385,1201,610,421,148,56,37,13,5,35,1,11,3,0.020882107,1.3929,2042,1466,609.25,609.53,607.94,608.31,72710896,9673140224,13.21,14.43,13.12,14.43,31929100,1111810048
9/21/2016,4311,403,1002,491,438,147,47,33,11,6,49,6,12,1,0.019275516,1.3372,1967,1471,603.59,603.59,595.88,597.15,82776200,9584260096,14.43,14.43,13.17,13.77,28645000,1214950016
9/22/2016,4163,408,983,451,480,194,46,37,12,5,27,5,36,2,0.017747701,1.3216,1919,1452,597.28,598.49,596.21,596.3,67085300,9485280256,13.66,13.66,12.48,13.25,27382800,1150649984
9/23/2016,3492,341,922,461,389,172,40,31,14,9,35,11,18,8,0.016538034,1.2706,1709,1345,596.2,603.21,595.79,602.84,51067000,9469129728,13.21,13.45,13.1,13.33,9166430,1112589952
9/24/2016,2526,251,652,324,287,121,31,19,12,6,29,9,10,1,0.013439481,1.199,1223,1020,602.96,604.58,602.04,602.63,35359500,9577520128,13.32,13.34,12.68,12.88,9824880,1122669952
9/25/2016,2865,234,713,354,298,131,40,26,10,7,18,3,4,0,0.019452514,1.3769,1549,1125,602.75,603.38,599.71,600.83,33977800,9575360512,12.85,13.11,12.8,13.1,5283440,1083510016
9/26/2016,3653,386,968,519,426,165,53,38,14,8,34,4,5,1,0.014646187,1.363,1810,1328,600.81,608.14,600.35,608.04,59153800,9545830400,13.17,13.17,12.74,12.82,7213070,1110700032
9/27/2016,3327,354,856,421,419,177,53,34,12,8,27,5,16,3,0.022984083,1.3862,1730,1248,608.02,608.25,604.11,606.17,49422400,9661589504,12.86,13.21,12.86,13.1,6831070,1085330048
9/28/2016,3605,342,871,420,472,209,51,38,12,4,29,8,15,1,0.023638531,1.3456,1791,1331,606.24,606.59,604.61,604.73,48722600,9634530304,13.11,13.48,13.08,13.27,10239000,1106329984
9/29/2016,3300,363,882,440,357,134,40,30,9,6,29,7,26,0,0.015479105,1.2987,1648,1269,605.02,606.82,604.85,605.69,55658600,9616159744,13.28,13.34,13.07,13.07,5990630,1121059968
9/30/2016,2954,326,781,418,351,143,50,34,7,4,31,7,16,3,0.017863155,1.2557,1478,1177,605.72,609.73,604.14,609.73,56122400,9628250112,13.08,13.34,13.02,13.22,5950840,1104530048
10/1/2016,2689,261,672,346,315,130,31,23,14,7,28,4,4,0,0.012535963,1.2292,1357,1104,609.93,615.24,609.93,613.98,56357000,9696279552,13.2,13.31,13.05,13.17,6331160,1115689984
10/2/2016,3617,277,833,423,572,267,32,20,9,5,31,6,13,2,0.048610638,1.371,1652,1205,613.95,614.01,609.68,610.89,39249800,9761330176,13.18,13.3,13.14,13.2,4079660,1114200064
10/3/2016,3829,353,914,474,441,165,47,37,26,15,42,9,25,2,0.022514916,1.3527,1864,1378,610.97,612.57,610.46,612.13,46798300,9714979840,13.2,13.49,13.19,13.45,7458320,1116600064
10/4/2016,3418,365,815,378,368,152,47,29,9,5,41,13,9,1,0.023231396,1.3381,1785,1334,612.05,612.05,609.48,610.2,49801600,9733329920,13.45,13.53,13.21,13.28,8348280,1137980032
10/5/2016,3590,414,871,412,472,215,46,30,22,16,37,10,21,0,0.024772572,1.3652,1843,1350,610.22,613.81,609.62,612.51,68077504,9705320448,13.28,13.35,13.04,13.04,9881370,1124269952
10/6/2016,3171,333,840,385,383,170,46,35,12,5,29,9,21,2,0.012149629,1.2585,1626,1292,612.47,613.82,611.47,613.02,56812100,9742369792,13.03,13.14,12.69,12.85,12044800,1102940032
10/7/2016,3721,296,909,450,503,208,36,24,11,6,42,8,14,3,0.029302536,1.4047,1857,1322,612.61,617.91,611.82,617.12,64071400,9745739776,12.85,12.99,12.53,12.67,8933050,1088569984
10/8/2016,2863,263,668,330,386,158,40,27,11,6,34,11,9,1,0.014073944,1.3274,1492,1124,617.34,619.85,617.34,619.11,42345900,9822100480,12.67,12.69,12.05,12.22,11611200,1073990016
10/9/2016,2662,254,703,346,319,123,36,25,10,6,26,7,13,0,0.021592566,1.2427,1321,1063,619.17,619.2,616.61,616.75,39243400,9852479488,12.22,12.36,11.98,12.05,7208480,1035590016
10/10/2016,4227,335,1062,511,492,201,44,30,15,8,42,13,17,4,0.03874296,1.3444,1784,1327,616.82,621.32,616.2,618.99,67481104,9816269824,12.06,12.06,11.62,11.76,10809200,1022860032
10/11/2016,4874,373,1176,590,596,233,57,35,15,10,45,11,22,8,0.021650145,1.5353,2435,1586,619.24,642.08,618.5,641.07,103590000,9855649792,11.76,12.16,11.75,11.79,11727700,997948992
10/12/2016,4751,382,1045,508,641,276,45,29,18,10,43,12,23,5,0.029055849,1.5156,2278,1503,640.87,641.34,635.97,636.19,92370200,10200999936,11.78,12.07,11.71,11.93,9694640,1000220032
10/13/2016,4558,432,1085,558,646,268,51,35,12,6,63,14,23,3,0.036718812,1.5473,2256,1458,636.03,638.83,635.03,636.79,61620700,10125100032,11.91,12.13,11.78,11.96,8665190,1011190016
10/14/2016,3801,324,951,424,495,193,43,29,13,8,41,7,22,3,0.036948687,1.365,2012,1474,637.01,641.28,637.01,640.38,58144600,10141599744,11.99,12.07,11.9,11.94,4333510,1018390016
10/15/2016,2990,269,767,391,366,159,34,27,12,7,31,2,13,3,0.014100416,1.2988,1591,1225,640.31,642.1,637.39,638.65,39035400,10195200000,11.94,12,11.78,11.98,4991840,1014280000
10/16/2016,3432,289,869,420,477,203,53,41,10,8,37,4,13,5,0.020841323,1.4152,1694,1197,639.08,642.9,638.9,641.63,40298100,10176799744,11.98,12.01,11.93,11.95,3617280,1018540032
10/17/2016,4593,348,1137,566,653,317,54,40,18,7,34,7,25,5,0.026502287,1.5073,2169,1439,641.82,642.33,638.66,639.19,58063600,10221299712,11.96,12.03,11.86,12.01,5724440,1016710016
10/18/2016,4479,373,1158,574,585,261,56,34,9,4,47,7,16,0,0.014577976,1.4224,2135,1501,639.41,640.74,636,637.96,65546700,10183999488,12,12.93,12,12.59,18864200,1020529984
10/19/2016,4538,387,1086,529,659,302,48,30,19,8,37,7,31,5,0.023647869,1.4803,2216,1497,638.13,638.87,628.01,630.52,69381696,10164799488,12.59,12.62,11.91,12.02,10576200,1071710016
10/20/2016,4127,355,1006,485,563,234,47,35,19,14,32,7,18,4,0.024234636,1.4385,2034,1414,630.66,631.92,628.26,630.86,56957300,10046699520,12.05,12.29,12,12.1,8170760,1025619968
10/21/2016,3304,314,780,377,513,241,38,20,17,8,30,6,18,3,0.016173688,1.3998,1754,1253,630.83,634.09,630.69,632.83,55951000,10050299904,12.13,12.21,12.02,12.18,5676920,1033139968
10/22/2016,3154,251,689,333,422,163,38,28,7,4,32,6,10,1,0.010238956,1.3649,1657,1214,633.14,658.2,632.85,657.29,78556496,10088399872,12.18,12.19,11.95,12.07,7583820,1037849984
10/23/2016,3717,225,869,427,499,211,40,35,13,5,19,5,15,1,0.023453581,1.4403,1858,1290,657.62,661.13,653.89,657.07,54474600,10479699968,12.13,12.14,11.94,12.04,5774660,1033969984
10/24/2016,3672,352,1018,499,499,203,42,29,11,3,36,7,15,1,0.020457514,1.3902,1760,1266,657.16,657.25,652.59,653.76,62218200,10473499648,12.04,12.1,11.91,11.97,5739690,1026400000
10/25/2016,4461,366,1008,461,602,262,51,29,20,11,35,9,13,2,0.012047765,1.3737,2088,1520,654,664.42,653.7,657.59,90378800,10424299520,11.97,11.99,11.15,11.41,19316000,1020849984
10/26/2016,5984,475,1345,650,847,325,54,36,32,14,58,7,36,7,0.02586425,1.6479,2869,1741,657.68,679.73,657.68,678.3,88877104,10483999744,11.38,11.66,11.38,11.53,10221800,971440000
10/27/2016,5450,437,1233,606,749,339,63,37,22,15,51,7,30,10,0.031280828,1.6142,2699,1672,678.21,688.59,678.04,688.31,96105296,10812499968,11.53,11.61,11.26,11.5,13255400,984361024
10/28/2016,4360,340,1066,522,538,227,46,24,18,7,33,6,18,1,0.022843351,1.4094,1945,1380,688,690.44,684.16,689.65,81145504,10969799680,11.47,11.58,10.95,11.09,13971500,979916032
10/29/2016,4523,297,1015,448,533,207,39,33,10,4,27,10,14,4,0.018389082,1.3013,1909,1467,690.29,720.4,690.05,714.48,134760992,11007599616,11.1,11.2,9.56,10.44,27070400,948270976
10/30/2016,3579,286,909,441,403,173,44,35,12,5,31,5,16,3,0.015661295,1.2668,1643,1297,714.12,714.12,696.47,701.86,100665000,11388800000,10.43,11.45,10.29,11.18,16694900,891164032
10/31/2016,3506,305,816,386,452,156,44,27,9,5,28,6,10,1,0.022506783,1.2936,1771,1369,702.64,709.29,691.68,700.97,97064400,11207199744,11.23,11.5,10.94,11,13393900,960008000
11/1/2016,4339,346,1021,462,575,230,54,39,12,4,33,6,15,1,0.020937276,1.2932,1985,1535,701.34,736.45,701.34,729.79,130527000,11187699712,10.96,11.18,10.3,10.77,22901300,937123008
11/2/2016,4002,384,990,481,498,195,53,37,12,4,45,8,23,4,0.018021514,1.3264,1857,1400,730.07,740.83,722.35,740.83,84865200,11647200256,10.77,11.16,10.69,10.75,11691700,921691008
11/3/2016,5147,397,1078,478,614,248,56,36,14,7,32,5,16,2,0.013084312,1.2256,2032,1658,742.35,745.77,678.16,688.7,172808000,11844299776,10.8,11.11,10.76,10.8,15228600,924097024
11/4/2016,3343,286,841,432,429,208,38,27,11,5,39,9,19,2,0.013814727,1.262,1599,1267,689.12,706.93,685.56,703.23,99907696,10996400128,10.82,11.12,10.82,11.09,9958040,926129024
11/5/2016,2533,233,662,348,338,147,22,20,11,6,22,3,5,1,0.017147706,1.2439,1285,1033,703.53,707.51,697.74,703.42,53752300,11227199488,11.09,11.24,10.88,11,5502670,950212992
11/6/2016,3345,267,789,415,498,201,46,31,7,2,40,7,5,0,0.00891123,1.3884,1537,1107,703.81,714.26,699.56,711.52,59902200,11233000448,10.99,11.25,10.85,10.87,5688710,941729024
11/7/2016,5319,342,1263,554,623,239,48,37,14,9,32,7,24,0,0.01298892,0.7398,1771,2394,710.74,710.74,699.9,703.13,65047100,11344799744,10.9,10.96,10.78,10.81,5992480,934536000
11/8/2016,4463,334,1096,522,505,223,43,30,11,6,36,4,10,2,0.011223474,0.7612,1594,2094,703.09,712.99,702.39,709.85,79660800,11224000512,10.85,10.92,10.74,10.83,6258150,930345024
11/9/2016,2896,321,742,352,275,113,52,40,3,0,46,8,14,1,0.005358283,1.1853,1484,1252,709.83,740.05,708.61,723.27,132429000,11333000192,10.82,10.83,10.22,10.66,14606600,928062976
11/10/2016,2769,279,688,326,333,131,42,23,15,9,37,7,12,1,0.004616156,1.2374,1595,1289,722.84,723.02,711.21,715.53,68807800,11542099968,10.67,10.68,10.51,10.52,4253980,915939968
11/11/2016,3481,312,924,432,442,164,38,30,17,6,50,9,20,3,0.016169686,1.2383,1585,1280,715.55,718.32,714.41,716.41,63119700,11427200000,10.51,10.57,10.26,10.29,6056300,902478976
11/12/2016,2721,216,704,347,330,131,42,32,5,2,27,8,13,5,0.021821273,1.2267,1288,1050,716.75,717.15,704.03,705.05,64622500,11447700480,10.29,10.34,9.7,9.88,10052500,883779968
11/13/2016,3175,273,775,407,375,153,55,37,12,5,29,3,11,0,0.021205983,1.3142,1531,1165,705.2,705.26,687.32,702.03,80318096,11264499712,9.89,10.41,9.84,10.1,8227770,849342016
11/14/2016,3550,338,858,436,485,201,48,30,11,5,31,6,11,3,0.024261428,1.3549,1672,1234,702,706.28,699.81,705.02,62993000,11214600192,10.1,10.16,9.96,9.97,3573250,867755008
11/15/2016,3962,372,932,457,484,182,60,46,8,1,44,14,28,2,0.022294394,1.3639,1844,1352,705.79,715.72,705.26,711.62,72038496,11283399680,9.97,10.32,9.85,10.22,6557550,857222976
11/16/2016,4755,407,1124,555,549,233,52,37,15,5,31,8,17,1,0.014198351,1.3945,2195,1574,711.17,747.61,709.04,744.2,141294000,11370699776,10.22,10.33,9.93,10.06,9533550,878609984
11/17/2016,5109,386,1173,580,702,276,49,33,15,12,33,3,28,7,0.031509987,1.3506,2138,1583,744.88,755.65,739.51,740.98,108579000,11911300096,10.06,10.19,9.92,9.99,6984700,865393024
11/18/2016,5384,427,1322,649,709,286,48,35,11,4,50,12,21,4,0.020377519,1.458,2276,1561,740.71,752.88,736.89,751.59,87363104,11845999616,9.99,10.01,9.48,9.48,10816100,859571008
11/19/2016,3998,290,892,414,548,222,51,32,17,13,32,4,17,2,0.017792469,1.447,1897,1311,751.83,756.24,744.47,751.62,110608000,12025400320,9.48,9.75,9.48,9.66,5186540,816380032
11/20/2016,4239,287,982,475,511,219,45,34,15,7,37,12,18,6,0.032543219,1.5797,2071,1311,751.88,755.48,717.94,731.03,154116000,12027499520,9.66,9.71,9.52,9.58,5173420,832049984
11/21/2016,4204,394,1090,554,556,247,61,47,14,12,52,9,14,0,0.020498411,1.585,2154,1359,731.27,741.72,730.51,739.25,60802400,11698899968,9.58,9.64,9.54,9.62,3663210,825380992
11/22/2016,5500,438,1288,600,725,269,63,38,18,11,53,17,28,2,0.022874597,1.5422,2469,1601,739.64,753.87,736.53,751.35,129906000,11834200064,9.63,10.24,9.59,9.91,11284400,829616000
11/23/2016,4681,441,1112,557,644,287,53,38,14,8,48,7,28,5,0.025070113,1.6254,2287,1407,751.74,752.25,738.92,744.59,76543800,12028999680,9.92,9.96,9.76,9.84,4812310,855265024
11/24/2016,5897,499,1423,676,823,328,65,44,25,12,56,6,36,6,0.022275189,1.6587,2790,1682,744.62,746.83,733.49,740.29,85919296,11916499968,9.85,9.85,8.93,9.23,15987800,849228992
11/25/2016,5193,410,1206,581,770,327,72,46,18,8,51,9,29,8,0.031960642,1.7116,2463,1439,740.44,741.65,734.59,741.65,67807600,11851100160,9.23,9.75,9.21,9.4,7669720,796268032
11/26/2016,4190,286,960,467,613,259,39,18,12,7,25,7,25,8,0.021180996,1.5987,1984,1241,741.51,742.21,729.63,735.38,54962700,11869599744,9.42,9.5,9.31,9.33,3505990,812795008
11/27/2016,3977,303,914,452,585,239,71,42,17,10,21,6,14,6,0.024386093,1.6119,1973,1224,735.44,739.02,731.09,732.03,52601800,11773800448,9.31,9.33,8.78,9,8707660,804084992
11/28/2016,4306,365,1025,485,590,247,57,39,18,10,38,6,32,5,0.017155344,1.54,2139,1389,732.48,738.01,732.48,735.81,61888600,11727800320,9,9.01,8.72,8.72,6046890,777310976
11/29/2016,5284,377,1325,631,731,285,48,40,20,11,30,9,22,5,0.022471775,1.544,2333,1511,736.33,737.47,734.56,735.6,68511104,11790900224,8.73,8.74,7.88,8.17,17000400,754307008
