date,com_count,sub_count,com_body_pos_count,com_body_very_pos_count,com_body_neg_count,com_body_very_neg_count,sub_body_pos_count,sub_body_very_pos_count,sub_body_neg_count,sub_body_very_neg_count,sub_title_pos_count,sub_title_very_pos_count,sub_title_neg_count,sub_title_very_neg_count,avg_clust_coef,avg_degree,num_edges,num_nodes,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_market_cap
12/10/2014,4933,414,1289,590,484,196,71,52,6,3,50,9,19,4,0.011715708,1.5682,2633,1679,352.2,352.38,346.36,346.36,"16,427,700","4,786,699,776"
12/11/2014,6759,586,1859,859,545,184,109,76,20,5,84,20,28,2,0.016668026,1.7244,3716,2155,344.34,361.36,338.76,350.51,"32,431,300","4,681,039,872"
12/12/2014,5406,449,1539,742,454,194,114,77,11,5,44,13,14,2,0.0122607,1.582,2835,1792,350.83,352.98,349.29,352.54,"16,989,800","4,770,619,904"
12/13/2014,4614,338,1269,637,438,154,78,51,12,5,41,6,13,1,0.011332325,1.548,2497,1613,352.38,352.38,346.59,347.38,"11,675,900","4,792,869,888"
12/14/2014,4512,336,1148,575,435,178,83,69,8,7,49,17,10,1,0.009440952,1.5907,2429,1527,346.73,353.32,345.42,351.63,"12,415,200","4,717,270,016"
12/15/2014,5559,401,1514,734,625,255,84,66,13,7,63,15,15,3,0.008600915,1.5052,2884,1916,351.36,351.82,344.93,345.35,"17,264,200","4,781,559,808"
12/16/2014,6801,502,1751,895,670,241,101,77,22,10,54,11,25,0,0.013794567,1.6453,3488,2120,345.67,345.86,327.06,327.06,"30,864,900","4,705,370,112"
12/17/2014,6585,484,1778,881,652,235,95,77,20,9,74,23,28,6,0.009870374,1.5786,3342,2117,326.86,333.95,315.15,319.78,"37,567,900","4,450,379,776"
12/18/2014,5941,477,1431,660,650,234,84,58,20,9,64,18,20,6,0.011789231,1.6129,3179,1971,319.79,323.71,304.23,311.4,"39,173,000","4,355,140,096"
12/19/2014,5356,389,1189,577,584,230,64,50,16,9,41,13,26,4,0.010319454,1.489,2707,1818,311.18,318.53,306.77,317.84,"23,823,100","4,238,929,920"
12/20/2014,4696,294,1045,486,686,341,48,38,15,8,43,13,13,3,0.007351325,1.5013,2249,1498,317.62,330.33,316.04,329.96,"20,856,700","4,327,750,144"
12/21/2014,3736,270,921,443,446,215,52,36,9,6,39,9,18,3,0.015876997,1.4409,1915,1329,329.54,329.63,318.9,320.84,"15,207,600","4,491,319,808"
12/22/2014,4480,322,1037,489,488,200,54,36,14,10,39,10,18,2,0.006118653,1.3986,2263,1618,321.07,334.12,320.42,331.89,"22,315,100","4,376,889,856"
12/23/2014,4303,350,1126,532,453,170,69,49,11,6,54,19,14,1,0.010602557,1.3762,2206,1603,332.02,336.29,329.6,334.57,"16,574,200","4,527,490,048"
12/24/2014,4421,272,1167,565,458,195,60,42,8,5,48,8,15,4,0.018464886,1.4858,2303,1550,334.39,334.74,321.36,322.53,"15,092,300","4,561,039,872"
12/25/2014,4177,205,1617,561,356,132,46,35,11,3,38,4,10,0,0.022830028,1.3131,2147,1635,322.29,322.67,316.96,319.01,"9,883,640","4,397,250,048"
12/26/2014,3883,254,972,477,391,141,55,42,9,3,36,6,12,3,0.016128585,1.4655,1952,1332,319.15,331.42,316.63,327.92,"16,410,500","4,355,749,888"
12/27/2014,3484,309,962,460,265,110,63,44,6,3,39,10,6,0,0.013843153,1.4591,1891,1296,327.58,328.91,312.63,315.86,"15,185,200","4,472,050,176"
12/28/2014,3571,238,948,471,354,128,55,45,15,7,29,8,13,2,0.016676293,1.4831,1882,1269,316.16,320.03,311.08,317.24,"11,676,600","4,317,320,192"
12/29/2014,4221,306,1072,557,474,197,64,45,15,10,33,6,23,5,0.007047411,1.3831,2094,1514,317.7,320.27,312.31,312.67,"12,302,500","4,339,700,224"
12/30/2014,4304,322,1136,547,471,191,54,42,11,6,45,16,16,2,0.006405142,1.4161,2134,1507,312.72,314.81,309.37,310.74,"12,528,300","4,272,940,032"
12/31/2014,4020,292,951,452,347,119,54,41,7,2,49,9,22,4,0.023601338,1.4902,2216,1487,310.91,320.19,310.21,320.19,"13,942,900","4,249,479,936"
1/1/2015,3597,225,848,393,392,144,39,25,8,4,34,17,16,2,0.010300943,1.486,1957,1317,320.43,320.43,314,314.25,"8,036,550","4,380,819,968"
1/2/2015,4648,336,1109,541,587,251,78,58,19,11,49,11,27,9,0.032824727,1.5955,2422,1518,314.08,315.84,313.57,315.03,"7,860,650","4,295,209,984"
1/3/2015,5439,395,1264,590,617,250,72,51,19,8,54,12,26,4,0.016958866,1.6905,2813,1664,314.85,315.15,281.08,281.08,"33,054,400","4,307,010,048"
1/4/2015,6870,501,1492,675,841,330,72,47,21,17,45,5,30,1,0.014932229,1.6701,3422,2049,281.15,287.23,257.61,264.2,"55,629,100","3,847,150,080"
1/5/2015,7040,500,1489,707,846,329,81,57,21,9,47,13,34,5,0.020707277,1.7229,3618,2100,265.08,278.34,265.08,274.47,"43,962,800","3,628,489,984"
1/6/2015,6709,452,1589,762,720,296,69,54,17,7,48,10,35,3,0.012628635,1.5247,3307,2169,274.61,287.55,272.7,286.19,"23,245,700","3,759,970,048"
1/7/2015,5988,430,1388,675,715,287,63,38,18,8,49,13,23,6,0.02575585,1.554,3024,1946,286.08,298.75,283.08,294.34,"24,866,800","3,918,089,984"
1/8/2015,5494,382,1277,592,630,265,54,38,11,5,35,6,18,7,0.011129533,1.5155,2746,1812,294.14,294.14,282.17,283.35,"19,982,500","4,029,489,920"
1/9/2015,5800,495,1301,582,610,229,77,52,23,14,51,11,22,2,0.012049284,1.532,3018,1970,282.38,291.11,280.53,290.41,"18,718,600","3,869,530,112"
1/10/2015,4283,309,1085,533,406,154,55,37,8,4,40,12,12,3,0.019141409,1.455,2181,1499,287.3,288.13,273.97,274.8,"15,264,300","3,937,989,888"
1/11/2015,5424,285,1203,543,686,287,54,39,15,6,28,9,19,4,0.017421149,1.4732,2419,1642,274.61,279.64,265.04,265.66,"18,200,800","3,764,960,000"
1/12/2015,5341,374,1285,609,651,280,63,50,13,6,49,7,23,1,0.009145408,1.4737,2517,1708,266.15,272.2,265.2,267.8,"18,880,300","3,649,969,920"
1/13/2015,9181,678,1979,859,1066,400,119,89,43,29,64,15,49,2,0.020686249,1.7419,4846,2782,267.39,268.28,219.91,225.86,"72,843,904","3,668,039,936"
1/14/2015,11885,967,2471,1055,1283,472,149,95,69,27,99,17,60,12,0.017567142,1.6936,5753,3397,223.89,223.89,171.51,178.1,"97,638,704","3,072,019,968"
1/15/2015,8782,674,1909,873,946,352,109,79,37,20,82,12,34,12,0.008799138,1.4753,4125,2796,176.9,229.07,176.9,209.84,"81,773,504","2,427,830,016"
1/16/2015,6579,488,1319,585,745,281,74,49,14,4,46,11,38,13,0.011103807,1.5141,3378,2231,209.07,221.59,199.77,208.1,"38,421,000","2,870,180,096"
1/17/2015,4933,347,1121,538,564,235,61,44,12,5,29,10,20,7,0.008114357,1.4506,2572,1773,207.83,211.73,194.88,199.26,"23,469,700","2,853,929,984"
1/18/2015,4635,279,1122,533,549,217,45,31,18,3,39,9,19,3,0.016817487,1.3918,2366,1700,200.05,218.7,194.51,210.34,"30,085,100","2,747,729,920"
1/19/2015,4743,379,1124,516,556,193,65,47,16,7,48,8,26,6,0.012272145,1.4952,2518,1684,211.47,216.73,207.32,214.86,"18,658,300","2,905,410,048"
1/20/2015,5718,454,1471,707,536,176,78,51,19,11,58,15,23,5,0.011594439,1.5115,3014,1994,212.91,215.24,205.15,211.32,"24,051,100","2,925,910,016"
1/21/2015,5446,468,1357,670,612,271,84,65,18,9,45,14,36,7,0.007800964,1.4161,2736,1932,211.38,227.79,211.21,226.9,"29,924,600","2,905,520,128"
1/22/2015,5712,480,1335,615,577,224,75,54,14,6,41,8,23,4,0.016749375,1.488,2967,1994,227.32,237.02,226.43,233.41,"33,544,600","3,125,519,872"
1/23/2015,4403,431,1117,533,426,132,79,60,16,7,52,14,20,2,0.01571301,1.3599,2392,1759,233.52,234.85,225.2,232.88,"24,621,700","3,211,490,048"
1/24/2015,4201,329,957,445,480,179,60,47,11,9,28,9,14,3,0.009328452,1.4089,2250,1597,232.7,248.21,230.02,247.85,"24,782,500","3,200,969,984"
1/25/2015,5110,297,1194,559,479,173,50,41,9,7,40,11,11,1,0.015477973,1.5148,2560,1690,247.35,255.07,243.89,253.72,"33,582,700","3,403,300,096"
1/26/2015,7165,651,1693,737,596,182,98,67,20,8,66,12,25,4,0.007187589,1.6219,3513,2166,254.08,309.38,254.08,273.47,"106,794,000","3,496,649,984"
1/27/2015,5811,392,1557,745,474,176,55,42,17,7,36,6,19,2,0.010025085,1.4444,3081,2133,273.17,275.48,250.65,263.48,"44,399,000","3,760,209,920"
1/28/2015,5684,431,1428,684,561,205,72,55,11,7,47,8,13,5,0.010934305,1.5463,3173,2052,263.35,266.54,227.05,233.91,"44,352,200","3,626,050,048"
1/29/2015,5686,389,1436,701,620,262,76,50,13,4,47,16,20,2,0.012888558,1.5297,2940,1922,233.35,238.71,220.71,233.51,"32,213,400","3,213,920,000"
1/30/2015,5209,367,1293,655,581,246,60,45,11,5,34,9,21,3,0.012690591,1.4553,2688,1847,232.77,242.85,225.84,226.43,"26,605,200","3,206,939,904"
1/31/2015,3934,277,1028,510,401,165,59,41,19,9,39,5,10,1,0.007690548,1.3841,2072,1497,226.44,233.5,216.31,217.46,"23,348,200","3,120,489,984"
2/1/2015,4984,306,1240,579,524,206,59,45,11,2,45,13,13,1,0.012115281,1.5291,2552,1669,216.87,231.57,212.01,226.97,"29,128,500","2,989,459,968"
2/2/2015,4671,329,1189,550,502,201,47,30,6,3,42,9,15,2,0.011544268,1.363,2264,1661,226.49,242.18,222.66,238.23,"30,612,100","3,123,010,048"
2/3/2015,5917,420,1498,714,618,265,61,43,12,7,47,12,18,2,0.019949336,1.5012,3013,2007,237.45,245.96,224.48,227.27,"40,783,700","3,275,109,888"
2/4/2015,5687,475,1381,635,680,289,75,54,20,9,40,9,22,3,0.017199077,1.4668,2825,1926,227.51,230.06,221.11,226.85,"26,594,300","3,138,700,032"
2/5/2015,5670,393,1331,615,831,383,74,60,12,6,42,7,22,3,0.015212839,1.3425,2626,1956,227.66,239.4,214.73,217.11,"22,516,400","3,141,730,048"
2/6/2015,4097,321,1065,511,392,154,62,47,8,5,30,10,28,8,0.006628699,1.4272,2235,1566,216.92,230.51,216.23,222.27,"24,435,300","2,994,350,080"
2/7/2015,3928,262,1027,461,397,155,56,44,6,4,36,14,20,2,0.009139901,1.3415,1980,1476,222.63,230.3,222.61,227.75,"21,604,200","3,074,139,904"
2/8/2015,4106,282,916,442,387,151,56,40,8,4,33,9,14,1,0.014380914,1.4523,2315,1594,227.69,229.44,221.08,223.41,"17,145,200","3,144,920,064"
2/9/2015,4904,391,1209,563,566,226,52,36,14,6,38,6,38,4,0.008893116,1.4633,2492,1703,223.39,223.98,217.02,220.11,"27,791,300","3,086,220,032"
2/10/2015,4935,381,1158,546,578,209,57,42,17,11,33,5,28,4,0.008321821,1.4892,2618,1758,220.28,221.81,215.33,219.84,"21,115,100","3,044,179,968"
2/11/2015,5063,424,1252,592,631,267,66,47,12,6,51,9,33,12,0.006996373,1.4956,2734,1828,219.73,223.41,218.07,219.18,"17,201,900","3,037,370,112"
2/12/2015,4051,413,1079,542,399,157,72,59,16,10,55,15,19,4,0.006270278,1.4618,2317,1585,219.21,222.2,217.61,221.76,"15,206,200","3,030,990,080"
2/13/2015,4547,357,1244,649,436,180,68,45,7,0,39,8,22,4,0.01315763,1.4573,2441,1675,221.97,240.26,221.26,235.43,"42,744,400","3,069,829,888"
2/14/2015,3298,254,797,383,311,123,35,27,8,4,35,5,19,6,0.005242993,1.3026,1765,1355,235.53,259.81,235.53,257.32,"49,732,500","3,258,210,048"
2/15/2015,4364,302,931,411,509,171,54,36,18,15,33,9,23,0,0.023311574,1.441,2346,1628,257.51,265.61,227.68,234.82,"56,552,400","3,563,290,112"
2/16/2015,4482,332,1058,490,518,186,49,36,17,12,35,1,20,4,0.008589703,1.4267,2327,1631,234.82,239.52,229.02,233.84,"28,153,700","3,250,240,000"
2/17/2015,4402,385,1099,555,419,150,55,46,11,6,54,12,26,6,0.009416574,1.2828,2218,1729,233.42,245.77,232.31,243.61,"27,363,100","3,231,749,888"
2/18/2015,4428,371,1117,505,397,151,56,44,7,3,39,14,14,1,0.011054331,1.3918,2366,1700,243.78,244.25,232.34,236.33,"25,200,800","3,376,059,904"
2/19/2015,4025,368,959,427,359,133,63,47,16,10,47,15,15,4,0.005852896,1.3776,2284,1658,236.41,242.67,235.59,240.28,"18,270,500","3,274,980,096"
2/20/2015,4611,388,1108,503,437,165,68,48,11,6,43,10,20,2,0.016880292,1.4649,2612,1783,240.25,247.1,239.3,243.78,"23,876,700","3,329,189,888"
2/21/2015,4260,264,1154,522,488,191,66,45,8,3,20,4,15,0,0.020494971,1.4751,2248,1524,243.75,255.32,243.18,244.53,"12,284,200","3,378,660,096"
2/22/2015,4540,274,1145,580,445,155,73,54,8,2,33,8,16,0,0.007144849,1.4918,2378,1594,244.54,246.39,233.85,235.98,"19,527,000","3,390,510,080"
2/23/2015,4624,330,1244,618,453,189,66,52,9,2,31,9,19,1,0.009369577,1.5115,2494,1650,235.99,240.11,232.42,238.89,"16,400,000","3,272,880,128"
2/24/2015,5106,389,1317,609,460,192,69,57,10,7,39,4,29,7,0.01082421,1.4628,2848,1947,239,239.9,236.4,238.74,"14,200,400","3,315,369,984"
2/25/2015,4568,415,1197,593,408,143,67,40,11,6,39,9,18,3,0.008011141,1.3679,2372,1734,238.89,239.34,235.53,237.47,"11,496,200","3,314,639,872"
2/26/2015,3507,348,965,485,333,121,60,43,10,5,38,16,10,0,0.00513809,1.2922,1950,1509,237.34,237.71,234.26,236.43,"13,619,400","3,294,030,080"
2/27/2015,4437,350,1026,461,440,177,39,28,11,7,37,5,19,5,0.007497704,1.4087,2423,1720,236.44,256.65,236.44,253.83,"44,013,900","3,282,409,984"
2/28/2015,3278,276,760,359,375,151,48,31,5,3,32,4,20,6,0.010147398,1.4264,1890,1325,253.52,254.69,249.48,254.26,"13,949,300","3,520,560,128"
3/1/2015,3516,225,942,481,386,148,39,28,8,7,45,6,6,1,0.008145836,1.388,1846,1330,254.28,261.66,245.93,260.2,"25,213,700","3,532,049,920"
3/2/2015,4069,381,1057,504,344,118,64,49,11,6,59,8,18,3,0.006599857,1.379,2216,1607,260.36,276.3,258.31,275.67,"40,465,700","3,617,339,904"
3/3/2015,4640,375,1200,542,406,145,56,43,7,2,45,12,19,2,0.013901992,1.4144,2577,1822,275.05,285.8,268.16,281.7,"50,461,300","3,822,510,080"
3/4/2015,3440,363,834,400,315,110,54,37,14,10,39,14,16,2,0.005950652,1.2949,1963,1516,281.99,284.23,268.13,273.09,"41,383,000","3,920,130,048"
3/5/2015,4211,325,1018,493,432,159,63,47,9,6,42,6,19,5,0.012995356,1.4187,2243,1581,272.74,281.67,264.77,276.18,"41,302,400","3,792,480,000"
3/6/2015,3742,332,962,478,321,132,53,37,10,5,37,10,17,4,0.008446557,1.3892,2170,1562,275.6,277.61,270.02,272.72,"28,918,900","3,833,159,936"
3/7/2015,4449,265,1210,550,375,122,55,41,2,1,27,3,16,4,0.012001407,1.4374,2458,1710,272.29,277.85,270.13,276.26,"17,825,900","3,788,189,952"
3/8/2015,4282,241,1201,534,453,159,45,30,9,7,37,7,17,3,0.0090684,1.3944,2132,1529,276.43,277.86,272.57,274.35,"22,067,900","3,846,749,952"
3/9/2015,4428,315,1180,569,419,134,48,35,10,4,37,5,11,1,0.011884136,1.4053,2247,1599,274.81,292.7,273.89,289.61,"59,178,200","3,825,250,048"
3/10/2015,5352,415,1360,610,397,166,71,47,12,7,53,10,17,2,0.011585664,1.2633,2442,1933,289.86,300.04,289.74,291.76,"67,770,800","4,035,790,080"
3/11/2015,4518,414,1208,563,398,153,76,50,11,5,57,10,18,5,0.017037041,1.4225,2431,1709,291.52,297.39,290.51,296.38,"33,963,900","4,060,029,952"
3/12/2015,3859,374,974,464,385,141,54,38,16,6,57,16,25,1,0.005203418,1.4399,2216,1539,296.13,297.09,292.41,294.35,"32,585,200","4,125,289,984"
3/13/2015,4491,332,1224,573,415,150,53,44,13,6,34,6,8,3,0.017453158,1.4438,2313,1602,294.12,294.5,285.34,285.34,"31,421,500","4,098,249,984"
3/14/2015,2897,237,737,374,312,116,45,29,14,9,26,8,13,3,0.008110162,1.3367,1707,1277,284.44,286.34,280.98,281.89,"22,612,300","3,964,470,016"
3/15/2015,2947,228,761,355,264,98,48,35,7,1,28,12,8,1,0.008200699,1.4102,1719,1219,281.42,286.53,281,286.39,"11,970,100","3,923,350,016"
3/16/2015,3574,330,1065,561,322,109,71,55,7,1,43,10,11,0,0.007553925,1.3101,1897,1448,285.68,294.11,285.68,290.59,"21,516,100","3,983,759,872"
3/17/2015,5574,371,1474,721,414,149,57,45,7,4,55,10,15,2,0.009264435,1.3834,2919,2110,290.6,292.36,284.37,285.51,"21,497,200","4,053,230,080"
3/18/2015,4489,357,1038,463,471,169,43,23,12,6,44,15,23,0,0.00530549,1.363,2433,1785,285.07,285.34,249.87,256.3,"57,008,000","3,977,029,888"
3/19/2015,5028,386,1225,605,569,237,60,40,17,9,33,10,19,6,0.010894749,1.4694,2711,1845,255.88,264.24,248.64,260.93,"52,732,000","3,570,820,096"
3/20/2015,3712,285,911,457,451,179,47,29,13,5,26,8,7,1,0.011511146,1.3683,1969,1439,260.96,264.85,259.16,261.75,"18,456,700","3,642,550,016"
3/21/2015,3361,189,745,351,480,206,30,23,14,8,24,3,17,2,0.009341398,1.4462,1935,1338,261.64,262.2,255.65,260.02,"17,130,100","3,653,040,128"
3/22/2015,2860,247,721,353,307,111,49,33,4,2,36,10,5,2,0.009381006,1.3855,1567,1131,259.92,269.75,259.59,267.96,"18,438,100","3,629,920,000"
3/23/2015,3787,322,937,436,418,197,54,35,4,3,48,9,12,2,0.007385,1.3966,2046,1465,267.89,277.3,261.74,266.74,"22,811,900","3,742,289,920"
3/24/2015,4397,317,1086,474,429,153,49,32,8,5,30,8,10,1,0.010284856,1.3046,2180,1671,266.58,267,244.15,245.6,"40,073,700","3,724,829,952"
3/25/2015,4757,354,1134,524,456,168,55,38,11,4,36,5,15,5,0.005517351,1.2383,2479,2002,247.47,249.19,236.51,246.2,"35,866,900","3,458,949,888"
3/26/2015,3987,331,1025,465,365,112,56,36,11,5,46,8,11,1,0.014094274,1.4372,2232,1553,246.28,254.35,244.9,248.53,"25,730,000","3,443,229,952"
3/27/2015,4258,340,1022,497,439,164,52,38,9,2,50,6,19,4,0.008627637,1.3714,2186,1594,248.57,256.81,245.21,247.03,"17,274,900","3,476,179,968"
3/28/2015,2728,228,677,339,304,116,46,31,10,3,35,10,11,1,0.010789969,1.2884,1501,1165,246.98,254.21,246.98,252.8,"16,040,900","3,454,980,096"
3/29/2015,3105,215,790,401,294,103,37,26,7,4,32,7,4,1,0.007816472,1.2823,1676,1307,252.74,253.14,240.85,242.71,"21,699,400","3,536,570,112"
3/30/2015,4185,361,971,454,566,237,48,34,10,7,28,3,40,4,0.019609318,1.3549,2176,1606,242.88,249.24,239.21,247.53,"23,009,600","3,399,510,016"
3/31/2015,4447,347,994,441,512,220,63,47,15,9,32,4,38,9,0.011516983,1.4112,2385,1690,247.45,248.73,242.74,244.22,"22,672,000","3,464,410,112"
4/1/2015,4426,385,968,445,540,215,60,45,6,5,43,10,26,1,0.015456198,1.4563,2467,1694,244.22,247.54,241.16,247.27,"22,877,200","3,420,100,096"
4/2/2015,4566,335,1102,527,598,263,59,45,15,10,26,8,24,4,0.01079545,1.2272,1950,1589,247.09,254.46,245.42,253.01,"26,272,600","3,461,060,096"
4/3/2015,4290,284,1073,549,487,190,51,35,9,8,35,6,35,18,0.008915377,1.1469,1975,1722,253.07,256.04,251.88,254.32,"23,146,600","3,545,939,968"
4/4/2015,3411,209,951,481,348,144,44,28,3,2,25,6,11,2,0.013999453,1.449,1891,1305,254.29,255.26,251.1,253.7,"12,493,500","3,563,919,872"
4/5/2015,3267,193,879,428,357,134,31,26,9,4,35,10,7,1,0.01532019,1.3341,1685,1263,253.76,260.67,251.94,260.6,"19,649,200","3,557,459,968"
4/6/2015,3664,280,949,468,388,155,64,51,7,5,38,6,8,3,0.008885155,1.3538,1875,1385,260.72,261.8,254.57,255.49,"20,034,200","3,655,990,016"
4/7/2015,4860,376,1281,644,428,171,78,47,7,6,37,5,24,7,0.009301184,1.4329,2433,1698,255.27,255.8,252.21,253.18,"18,467,400","3,580,410,112"
4/8/2015,5441,320,1350,669,544,202,52,35,10,4,35,9,22,3,0.012873871,1.4452,2743,1898,253.06,253.85,244.21,245.02,"30,086,400","3,550,390,016"
4/9/2015,4087,320,1058,532,401,126,64,42,5,4,33,4,16,5,0.008924038,1.382,2026,1466,244.75,246.12,239.4,243.68,"21,643,500","3,434,520,064"
4/10/2015,3872,329,936,460,371,126,52,30,7,5,35,8,16,4,0.007031611,1.3567,1978,1458,243.69,243.69,232.77,236.07,"28,882,000","3,420,499,968"
4/11/2015,2738,230,658,306,255,86,50,38,4,2,41,5,9,2,0.006942327,1.3029,1514,1162,236.02,239.54,234.18,236.55,"16,365,200","3,313,619,968"
4/12/2015,2537,207,641,321,258,102,42,29,7,5,30,6,8,0,0.009030814,1.3865,1435,1035,236.54,237.73,233.49,236.15,"12,387,900","3,321,740,032"
4/13/2015,3593,308,894,413,311,111,53,39,1,1,34,11,19,1,0.006633976,1.2333,1660,1346,235.95,236.93,222,224.59,"31,181,800","3,314,279,936"
4/14/2015,4084,319,1001,474,330,121,65,46,7,3,40,13,14,1,0.003831894,1.2558,2003,1595,224.76,224.98,216.32,219.16,"31,719,000","3,157,969,920"
4/15/2015,3733,289,1006,511,336,136,46,33,4,1,35,6,9,4,0.005655212,1.3363,1931,1445,219.07,223.83,218.65,223.83,"22,562,000","3,078,889,984"
4/16/2015,3653,267,984,487,344,122,48,35,6,5,35,4,13,1,0.010853549,1.375,1826,1328,223.92,229.67,223.92,228.57,"24,805,400","3,147,650,048"
4/17/2015,3759,257,1003,512,378,164,45,34,10,4,29,7,15,1,0.01457462,1.4245,1886,1324,228.57,228.91,221.94,222.88,"20,429,800","3,213,910,016"
4/18/2015,2871,196,663,315,265,89,31,22,4,3,21,9,6,0,0.006958527,1.3759,1552,1128,222.85,224.32,220.88,223.36,"12,939,000","3,134,170,112"
4/19/2015,3074,207,708,321,272,93,40,26,9,6,34,7,8,2,0.00741806,1.4049,1648,1173,223.46,226.35,222.37,222.6,"15,021,500","3,143,460,096"
4/20/2015,3682,263,973,471,347,112,46,28,7,1,35,8,10,3,0.008284284,1.3408,1747,1303,222.61,226.35,221.98,224.63,"18,364,700","3,132,400,128"
4/21/2015,4112,266,1066,468,357,124,50,35,5,2,39,8,13,2,0.011802987,1.4195,2247,1583,224.62,235.27,224.3,235.27,"24,978,000","3,161,520,128"
4/22/2015,4096,304,1051,489,360,132,44,32,6,3,47,8,9,2,0.007830847,1.3627,2044,1500,235.6,237.91,233.48,234.18,"23,847,900","3,316,989,952"
4/23/2015,3458,279,935,443,304,126,55,44,5,2,43,13,12,2,0.008180302,1.3697,1834,1339,234.05,236.48,233.2,236.46,"17,036,000","3,296,059,904"
4/24/2015,3461,266,924,459,344,132,54,48,5,3,32,5,8,0,0.015909266,1.4558,1958,1345,235.97,236.3,229.93,231.27,"21,448,700","3,323,830,016"
4/25/2015,3467,202,793,352,301,113,49,36,3,3,22,5,12,0,0.011088206,1.38,1805,1308,231.24,232.56,226.34,226.39,"13,957,200","3,257,850,112"
4/26/2015,3682,206,926,422,324,123,45,33,13,7,24,4,12,0,0.011709449,1.3556,1849,1364,226.41,226.94,214.87,219.43,"28,943,700","3,190,789,888"
4/27/2015,3909,243,1001,487,300,93,42,30,9,6,20,3,10,1,0.012103099,1.3451,2093,1556,219.43,233.3,218.02,229.29,"38,574,000","3,093,199,872"
4/28/2015,4090,320,998,500,370,148,56,41,8,4,46,11,15,2,0.016873772,1.4185,2098,1479,228.97,229.49,223.07,225.85,"21,469,200","3,228,470,016"
4/29/2015,3782,271,935,432,318,114,35,24,8,7,28,5,13,1,0.008383157,1.3989,2111,1509,225.59,227.04,223.43,225.81,"18,936,500","3,181,700,096"
4/30/2015,4159,340,976,452,321,116,48,31,11,7,46,9,20,2,0.009113694,1.4082,2194,1558,225.69,239.56,224.99,236.15,"33,818,600","3,183,859,968"
5/1/2015,3072,254,768,356,304,122,44,24,9,2,31,5,10,0,0.015822643,1.4466,1775,1227,235.94,238.97,232.08,232.08,"18,815,300","3,329,189,888"
5/2/2015,2896,187,739,352,273,100,36,24,7,3,25,3,6,0,0.015372376,1.4049,1551,1104,232.34,235.73,232.34,234.93,"12,535,500","3,279,269,888"
5/3/2015,2949,202,792,384,285,110,39,25,7,3,19,5,9,4,0.012802168,1.4527,1534,1056,234.88,243.24,234.08,240.36,"18,494,100","3,315,980,032"
5/4/2015,4078,302,1017,485,421,159,61,49,11,8,38,3,10,1,0.010808575,1.5183,1954,1287,240.36,242.64,237.81,239.02,"21,223,400","3,394,129,920"
5/5/2015,4950,288,1180,574,488,200,42,35,8,7,41,11,10,0,0.00998314,1.4587,2334,1600,238.85,239.2,232.05,236.12,"23,929,100","3,373,649,920"
5/6/2015,4451,299,1062,460,544,217,45,30,14,8,27,5,15,1,0.008291506,1.4572,2164,1485,236.25,236.45,229.23,229.78,"29,587,200","3,337,789,952"
5/7/2015,4253,316,1063,523,501,198,51,38,8,3,41,9,20,1,0.017196895,1.5136,2063,1363,229.66,239.1,228.57,237.33,"29,064,400","3,245,659,904"
5/8/2015,4394,302,1119,544,506,204,64,49,17,11,37,4,20,8,0.022439569,1.529,2185,1429,237.2,246.27,236.27,243.86,"27,445,500","3,353,090,048"
5/9/2015,2791,171,715,349,292,116,27,22,13,3,18,3,11,2,0.010293556,1.3719,1457,1062,243.77,247.8,239.64,241.83,"19,790,500","3,446,789,888"
5/10/2015,3189,188,757,366,398,178,25,17,11,8,29,3,11,1,0.024374308,1.5094,1689,1119,241.73,244.07,238.85,240.3,"15,019,100","3,418,739,968"
5/11/2015,3708,252,916,438,411,157,48,37,9,2,32,10,12,1,0.017189745,1.5105,2009,1330,240.3,244.27,239.38,242.16,"20,892,300","3,399,290,112"
5/12/2015,3822,294,1052,548,311,110,54,38,9,4,28,7,13,1,0.015382339,1.4824,2019,1362,242.15,242.88,240.1,241.11,"19,282,600","3,426,350,080"
5/13/2015,4015,288,1017,520,336,133,37,26,9,4,42,10,14,2,0.011264295,1.3782,1975,1433,241.4,243.7,235.04,236.38,"27,180,100","3,416,689,920"
5/14/2015,3538,272,827,371,317,131,44,32,12,5,38,7,22,3,0.002901009,1.3896,1926,1386,236.21,237.8,234.06,236.93,"24,413,700","3,344,280,064"
5/15/2015,3345,270,825,370,341,135,46,31,7,2,31,6,17,2,0.010055605,1.3957,1753,1256,236.96,238.75,236.79,237.6,"16,329,400","3,355,680,000"
5/16/2015,2419,158,543,239,233,91,22,16,10,3,19,7,10,1,0.007722358,1.3817,1477,1069,237.64,237.7,235.29,236.15,"11,089,700","3,366,299,904"
5/17/2015,2369,194,639,298,224,76,28,19,5,5,24,7,9,1,0.006450404,1.3249,1309,988,236.01,238.02,236.01,236.8,"11,134,300","3,343,940,096"
5/18/2015,3517,290,894,429,323,121,37,26,7,6,35,10,11,1,0.021764334,1.3812,1826,1322,236.89,237.21,232.46,233.13,"16,780,300","3,357,380,096"
5/19/2015,4181,309,1050,464,385,133,49,32,11,3,34,6,11,2,0.021315651,1.5309,2307,1507,233.04,234.15,231.82,231.95,"14,241,900","3,303,650,048"
